upz_id,anio,mes,n_estaciones,n_portales,flujo_total_upz,validaciones_upz,salidas_upz,dist_cai_mediana_m,n_cai_500m_media,upz_nuse_hurto,upz_nuse_violencia,upz_nuse_orden_publico,upz_nuse_otros,upz_nuse_total,loc_nuse_hurto,loc_nuse_violencia,loc_nuse_total,poblacion_localidad,loc_tasa_nuse_hurto_100k_hab,loc_tasa_nuse_violencia_100k_hab,dai_total,dai_hurto_personas,ir_total,indice_seguridad_nocturna_2019,cod_localidad,localidad,pct_nocturno_pond,pct_finde_pond,pct_pico_am_pond,pct_pico_pm_pond,gini_pond,log_flujo_upz,periodo
UPZ10,2023,11,1,1,4244448.0,2034628.0,2209820.0,177.7828067856346,1.0,38.0,154.0,223.0,233.0,648.0,722.0,3148.0,11947.0,585076.0,123.4027716057401,538.049757638324,9046.0,4968.0,39367.0,41.7932881111111,1.0,USAQUÉN,0.1884369887438838,0.2265884751091308,0.24792764571506107,0.162603005149315,0.2778714077190268,15.261122333936568,2023-11
UPZ10,2023,12,1,1,3846598.0,1847294.0,1999304.0,177.7828067856346,1.0,27.0,146.0,170.0,309.0,652.0,718.0,3253.0,13435.0,585076.0,122.71909974088835,555.9961440906823,9046.0,4968.0,39367.0,41.7932881111111,1.0,USAQUÉN,0.1962669350943353,0.2806984249458872,0.2287083287621945,0.1590519726781951,0.2538948275534486,15.162699679263582,2023-12
UPZ10,2024,1,1,1,3526901.0,1692832.0,1834069.0,177.7828067856346,1.0,21.0,102.0,133.0,190.0,446.0,453.0,1894.0,7940.0,586366.0,77.25550253595877,323.00644989648106,9684.0,4757.0,36626.0,41.7932881111111,1.0,USAQUÉN,0.1841409781561773,0.2166854130580926,0.24542424071444016,0.16598679690754,0.2807932383182396,15.075930139643635,2024-01
UPZ10,2024,2,1,1,4149738.0,2004113.0,2145625.0,177.7828067856346,1.0,46.0,156.0,209.0,330.0,741.0,669.0,2660.0,11593.0,586366.0,114.09256334780666,453.64158221997866,9684.0,4757.0,36626.0,41.7932881111111,1.0,USAQUÉN,0.1877581187053255,0.1806767077825154,0.2599959322733146,0.1616065881749643,0.2890843135934958,15.238555757683818,2024-02
UPZ10,2024,3,1,1,3892419.0,1906275.0,1986144.0,177.7828067856346,1.0,21.0,126.0,166.0,221.0,534.0,507.0,2345.0,9925.0,586366.0,86.46476773892074,399.92086853603377,9684.0,4757.0,36626.0,41.7932881111111,1.0,USAQUÉN,0.185201541766187,0.2717713586332818,0.2470481723576007,0.1595077508356628,0.2752465331556296,15.17454137322522,2024-03
UPZ10,2024,4,1,1,4312647.0,2066962.0,2245685.0,177.7828067856346,1.0,20.0,72.0,103.0,188.0,383.0,476.0,1788.0,7461.0,586366.0,81.17796734462776,304.9290033869631,9684.0,4757.0,36626.0,41.7932881111111,1.0,USAQUÉN,0.1857446250527808,0.1808759214468515,0.2582411683590148,0.1642501693275614,0.2897478157442757,15.277062426697327,2024-04
UPZ10,2024,5,1,1,4216551.0,1996175.0,2220376.0,177.7828067856346,1.0,28.0,143.0,188.0,265.0,624.0,630.0,2826.0,11809.0,586366.0,107.44142736788967,481.9515456216766,9684.0,4757.0,36626.0,41.7932881111111,1.0,USAQUÉN,0.1893092245297163,0.2154170553136912,0.2512864186867418,0.1606732611558593,0.2799961430054888,15.254528053263423,2024-05
UPZ10,2024,6,1,1,3650722.0,1741938.0,1908784.0,177.7828067856346,1.0,63.0,176.0,178.0,278.0,695.0,724.0,3041.0,11919.0,586366.0,123.47237049897164,518.6180644853215,9684.0,4757.0,36626.0,41.7932881111111,1.0,USAQUÉN,0.1863932668661158,0.2936679374655205,0.24385395546415198,0.1610133557142943,0.2728714665666311,15.110435514216386,2024-06
UPZ10,2024,7,1,1,3693542.0,1886383.0,1807159.0,177.7828067856346,1.0,45.0,198.0,186.0,211.0,640.0,668.0,2871.0,11732.0,586366.0,113.92202139960366,489.62593329081153,9684.0,4757.0,36626.0,41.7932881111111,1.0,USAQUÉN,0.1767373973275517,0.2132546482482127,0.2567548981438413,0.1672348656113833,0.294597879397832,15.122096447214284,2024-07
UPZ10,2024,8,1,1,4215383.0,2004953.0,2210430.0,177.7828067856346,1.0,37.0,163.0,206.0,277.0,683.0,608.0,2792.0,11261.0,586366.0,103.6895045074237,476.1531193827746,9684.0,4757.0,36626.0,41.7932881111111,1.0,USAQUÉN,0.1845322239995749,0.2436758415546108,0.2518748592951103,0.1629386938268717,0.2827303659707135,15.254251011244955,2024-08
UPZ10,2024,9,1,1,3884422.0,1845895.0,2038527.0,177.7828067856346,1.0,40.0,252.0,232.0,246.0,770.0,725.0,3167.0,12981.0,586366.0,123.64291244717464,540.1063499588994,9684.0,4757.0,36626.0,41.7932881111111,1.0,USAQUÉN,0.1817034812386501,0.2200700644780613,0.2572508857173602,0.15990384154965648,0.2868716045298528,15.17248475336666,2024-09
UPZ10,2024,10,1,1,4353260.0,2105948.0,2247312.0,177.7828067856346,1.0,44.0,163.0,203.0,305.0,715.0,749.0,2996.0,12734.0,586366.0,127.73591920404662,510.9436768161865,9684.0,4757.0,36626.0,41.7932881111111,1.0,USAQUÉN,0.18247589163064,0.1935599987136077,0.2574785333290453,0.1641153985748611,0.2894374557731983,15.286435547673316,2024-10
UPZ10,2024,11,1,1,4047635.0,1921286.0,2126349.0,177.7828067856346,1.0,28.0,148.0,180.0,344.0,700.0,661.0,2725.0,12756.0,586366.0,112.72822776218268,464.7268088531736,9684.0,4757.0,36626.0,41.7932881111111,1.0,USAQUÉN,0.1864367711021374,0.2602929859041143,0.2509818696596901,0.1557739272439338,0.2742391839786974,15.213643317899871,2024-11
UPZ10,2024,12,1,1,3892219.0,1859285.0,2032934.0,177.7828067856346,1.0,41.0,147.0,209.0,277.0,674.0,721.0,3298.0,14172.0,586366.0,122.96074465436264,562.4473451734923,9684.0,4757.0,36626.0,41.7932881111111,1.0,USAQUÉN,0.1935065832626581,0.240060746838757,0.2340317952304328,0.1581054406239731,0.2598521869774556,15.174489989975275,2024-12
UPZ10,2025,1,1,1,3528550.0,1686394.0,1842156.0,177.7828067856346,1.0,32.0,103.0,188.0,456.0,779.0,592.0,2309.0,10342.0,586286.0,100.97460966149627,393.83509072364,9559.0,4923.0,45490.0,41.7932881111111,1.0,USAQUÉN,0.1831973473523118,0.2102223292854005,0.2482583497470632,0.1661963129330745,0.2846541457555444,15.076397579649958,2025-01
UPZ10,2025,2,1,1,3956420.0,1875585.0,2080835.0,177.7828067856346,1.0,47.0,142.0,211.0,268.0,668.0,665.0,2741.0,11610.0,586286.0,113.4258706501605,467.5192653414886,9559.0,4923.0,45490.0,41.7932881111111,1.0,USAQUÉN,0.184672759717118,0.18863543304300348,0.2583762593455699,0.1639795572765277,0.2905232651522912,15.190850133935642,2025-02
UPZ10,2025,3,1,1,4176123.0,1971118.0,2205005.0,177.7828067856346,1.0,38.0,160.0,223.0,259.0,680.0,750.0,3041.0,13306.0,586286.0,127.9239142670983,518.688831048328,9559.0,4923.0,45490.0,41.7932881111111,1.0,USAQUÉN,0.1857270487483247,0.2410604285362284,0.254316982521827,0.1599837935807925,0.2828199981451779,15.24489386213384,2025-03
UPZ10,2025,4,1,1,3883082.0,1836831.0,2046251.0,177.7828067856346,1.0,43.0,163.0,232.0,271.0,709.0,720.0,2807.0,12796.0,586286.0,122.8069576964144,478.7765697969933,9559.0,4923.0,45490.0,41.7932881111111,1.0,USAQUÉN,0.18751239350598306,0.2084514311054981,0.2544156935135544,0.161776650608975,0.2848547178865732,15.172139726183335,2025-04
UPZ10,2025,5,1,1,8321129.0,3944794.0,4376335.0,177.7828067856346,1.0,34.0,200.0,206.0,268.0,708.0,667.0,2787.0,13069.0,586286.0,113.7670010882061,475.3652654165373,9559.0,4923.0,45490.0,41.7932881111111,1.0,USAQUÉN,0.1869930150103429,0.2267834088379113,0.2565421110524786,0.1563374393066133,0.2808329376516279,15.934308500706756,2025-05
UPZ10,2025,6,1,1,3526558.0,1607360.0,1919198.0,177.7828067856346,1.0,33.0,200.0,240.0,223.0,696.0,640.0,2970.0,12597.0,586286.0,109.16174017459056,506.5787004977093,9559.0,4923.0,45490.0,41.7932881111111,1.0,USAQUÉN,0.1902302471701869,0.2789493324652536,0.2453230600489202,0.1613372018835362,0.2747320397222056,15.07583288239715,2025-06
UPZ10,2025,7,1,1,4020832.0,1855697.0,2165135.0,177.7828067856346,1.0,48.0,218.0,205.0,301.0,772.0,769.0,3119.0,12966.0,586286.0,131.16465342853147,531.9929181321062,9559.0,4923.0,45490.0,41.7932881111111,1.0,USAQUÉN,0.1862582172047974,0.1851268593166787,0.2584634224956427,0.1648837852464365,0.2921141596951361,15.206999404354995,2025-07
UPZ10,2025,8,1,1,3840103.0,1847051.0,1993052.0,177.7828067856346,1.0,49.0,195.0,270.0,336.0,850.0,751.0,2995.0,13574.0,586286.0,128.09447948612112,510.8428309732792,9559.0,4923.0,45490.0,41.7932881111111,1.0,USAQUÉN,0.1865515065611521,0.2646522762540484,0.2543845829135312,0.1569155827330673,0.2790426499524374,15.161009747120849,2025-08
UPZ10,2025,9,1,1,4004503.0,1901520.0,2102983.0,177.7828067856346,1.0,39.0,182.0,283.0,312.0,816.0,741.0,2987.0,13089.0,586286.0,126.38882729589314,509.4783092210968,9559.0,4923.0,45490.0,41.7932881111111,1.0,USAQUÉN,0.1853023958278967,0.1821806601218678,0.2624023505538639,0.1607525328361597,0.291082134431148,15.202930035902792,2025-09
UPZ10,2025,10,1,1,4135909.0,1919876.0,2216033.0,177.7828067856346,1.0,38.0,193.0,210.0,359.0,800.0,660.0,2985.0,13611.0,586286.0,112.57304455504652,509.1371787830512,9559.0,4923.0,45490.0,41.7932881111111,1.0,USAQUÉN,0.1856837275675069,0.1915194459065709,0.2584096990528563,0.1633225005675898,0.2888762216284217,15.23521769299412,2025-10
UPZ10,2025,11,1,1,4000924.0,1869676.0,2131248.0,177.7828067856346,1.0,53.0,237.0,273.0,318.0,881.0,674.0,3065.0,13484.0,586286.0,114.9609576213657,522.7823963048752,9559.0,4923.0,45490.0,41.7932881111111,1.0,USAQUÉN,0.1871145265443682,0.2818896334946627,0.2467582488445169,0.157883528904823,0.2750142237865746,15.202035892407773,2025-11
UPZ10,2025,12,1,1,1748319.0,1748319.0,0.0,177.7828067856346,1.0,34.0,234.0,246.0,335.0,849.0,589.0,3375.0,14838.0,586286.0,100.46291400442786,575.6576142019425,9559.0,4923.0,45490.0,41.7932881111111,1.0,USAQUÉN,0.1290954339568465,0.229524474652509,0.3098256096284488,0.1256412588320552,0.3401713945793211,14.374165312826738,2025-12
UPZ10,2026,1,1,1,3305831.0,1570947.0,1734884.0,177.7828067856346,1.0,35.0,145.0,212.0,324.0,716.0,579.0,2694.0,11546.0,584326.0,99.08852250284944,461.0440062567813,9153.0,4640.0,46798.0,41.7932881111111,1.0,USAQUÉN,0.1799402328794182,0.23542431539906303,0.2475553045512611,0.1648257276309648,0.2852872563254592,15.011198436879223,2026-01
UPZ10,2026,2,1,1,3663590.0,1725924.0,1937666.0,177.7828067856346,1.0,34.0,194.0,200.0,275.0,703.0,672.0,2873.0,12755.0,584326.0,115.00429554734858,491.677590933828,9153.0,4640.0,46798.0,41.7932881111111,1.0,USAQUÉN,0.1811905808237275,0.1839777376835289,0.2623585062739007,0.16066044508255556,0.2943576495343529,15.113954098951616,2026-02
