upz_id,Estacion,anio,mes,flujo_total_mes,pct_flujo_nocturno,pct_flujo_finde,pct_flujo_pico_am,pct_flujo_pico_pm,concentracion_horaria_gini,ABRIR DOMICILIO,ACCIDENTE CEREBRO VASCULAR,ACCIDENTE DE AVIACIÓN,ACCIDENTE DE TRÁNSITO,ACCIÓN SUBVERSIVA,ACTOS CONTRA EL AMBIENTE,ALARMA,AMENAZA DE SUICIDIO,ANIMAL,ANIMAL PELIGROSO,CAÍDA DE ALTURA,COLAPSO O POSIBILIDAD DE COLAPSO,CONGESTIÓN VEHICULAR,CONVULSIÓN,DAÑOS EN PROPIEDAD PÚBLICA O PRIVADA,DAÑOS EN REDES DE SERVICIOS,DELINCUENTE CAPTURADO POR CIVIL,DELITOS INFORMÁTICOS,DISPAROS,DOLOR TORÁXICO,ELECTROCUCIÓN,ELEMENTO CAÍDO O EN PELIGRO DE CAER,EMBRIAGUEZ,ENFERMO,ESTABLECIMIENTO ILEGAL PARA EL ABORTO,EVENTO NATURAL,EVENTO RESPIRATORIO,EXHIBICIONES O ACTOS OBSCENOS,EXPLOSIÓN,EXTRAVIADO O DESAPARECIDO,FENÓMENO DE REMOCIÓN DE MASA,FUGA DE PRESOS,HABITANTE DE LA CALLE,HALLAZGO DE EXPLOSIVOS,HERIDO,HURTO EFECTUADO,HURTO EN PROCESO,INCENDIO,INCONSCIENTE O PARO CARDIORESPIRATORIO,INDEBIDO USO DE ESTABLECIMIENTO,INFORMACIÓN CONFIDENCIAL,INTENTO DE SUICIDIO,INTENTO O VIOLACIÓN DE DOMICILIO,INTOXICACIÓN,INUNDACIÓN,INVASIÓN DE TERRENO O EDIFICIO,LESIONES PERSONALES,MALTRATO,MANIFESTACIÓN O MOTÍN,MANIOBRAS PELIGROSAS,MATERIALES PELIGROSOS,MENDICIDAD,MENOR EN ESTABLECIMIENTO DE MAYORES,MUERTE NATURAL,MUERTO,NARCÓTICOS,PANDILLAS,PATOLOGÍA GINECOBSTÉTRICA,PERSONA ABANDONADA,PERSONA O VEHÍCULO SOSPECHOSO,PERSONA PIDIENDO AUXILIO,PERSONA TENDIDA EN LA VÍA,PORTE DE ARMAS,QUEMADURAS,QUEMAS,RAPTO,RECONOCIMIENTO,REMISIÓN DE DINERO O ACOMPAÑAMIENTO,RESCATE,RESTOS HUMANOS,RIÑA,RUIDO,SANGRADO VAGINAL,SECUESTRO,SOLICITUD DE APOYO O DESACATO,SUPLANTACIÓN DE PROFESIÓN U OFICIO,SÍNTOMAS GASTROINTESTINALES,TRASTORNO MENTAL,VEHÍCULO ABANDONADO,VEHÍCULO MAL ESTACIONADO,VEHÍCULO RECUPERADO,VERIFICAR SITUACIÓN,VIOLACIÓN DE MEDIDA GUBERNAMENTAL,VIOLENCIA SEXUAL
UPZ13,Alcalá – Colegio S. Tomás Dominicos,2024,5,1762965,0.12232517378393785,0.15574671079686778,0.27568896716610936,0.24430093620690144,0.4704661134320118,2,10,0,259,0,32,19,3,45,27,7,2,32,36,14,16,29,5,15,19,0,19,34,27,0,0,28,5,2,11,1,0,29,9,58,37,90,6,65,0,9,15,13,6,1,1,5,66,0,24,17,10,0,3,3,67,0,0,12,182,22,13,2,1,11,2,3,23,14,0,291,331,0,2,4,4,11,27,18,106,1,137,0,2
UPZ13,Alcalá – Colegio S. Tomás Dominicos,2024,6,1021273,0.12661159161164548,0.21341795974239994,0.2809924476609095,0.23356830152172828,0.4635163255401184,0,9,0,210,0,26,27,4,42,21,29,0,34,27,10,30,15,10,13,16,0,21,18,30,0,0,12,17,3,6,16,0,27,1,56,42,108,21,53,0,2,14,7,19,3,1,9,75,1,23,17,13,0,6,2,67,0,0,3,142,15,16,3,0,6,6,1,10,10,1,266,376,1,0,5,4,13,25,27,74,0,148,0,3
UPZ13,Alcalá – Colegio S. Tomás Dominicos,2024,7,1067530,0.12064204284657105,0.14817850552209305,0.28172510374415705,0.24532518992440494,0.4756288660115719,2,11,0,203,0,35,30,4,42,24,24,0,30,20,15,26,26,6,8,17,0,30,17,24,0,0,26,11,0,7,0,0,27,3,59,48,118,11,56,1,4,7,7,13,0,2,15,74,0,20,19,7,1,1,2,54,0,0,8,139,14,8,3,0,6,10,1,28,7,1,247,302,0,2,3,5,9,28,12,81,1,136,0,3
UPZ13,Alcalá – Colegio S. Tomás Dominicos,2024,8,1185629,0.1285722599565294,0.1837902075607125,0.2806805501552341,0.23824400381569613,0.46389100216003487,1,8,0,226,0,33,33,2,44,23,5,0,35,25,10,20,40,12,7,10,0,11,19,18,0,0,11,2,1,7,0,0,26,3,27,53,107,16,35,2,2,5,13,18,0,0,15,68,1,24,10,10,1,5,1,48,2,0,7,175,11,15,5,0,7,2,2,25,5,0,289,335,0,6,8,6,8,14,15,95,3,165,0,5
UPZ13,Alcalá – Colegio S. Tomás Dominicos,2024,9,1125508,0.12395469423584728,0.15930051141351284,0.28428140892823506,0.23336751049303958,0.4668774751786156,1,7,0,237,0,35,45,4,39,27,9,3,30,28,14,41,21,5,24,10,0,33,18,18,0,0,12,15,2,13,0,0,18,3,51,48,106,62,54,3,9,14,5,7,10,1,16,68,3,14,11,6,0,12,0,74,0,0,13,158,21,13,2,0,15,6,2,26,9,1,238,344,0,1,7,9,15,28,27,83,1,132,0,3
UPZ13,Alcalá – Colegio S. Tomás Dominicos,2024,10,1241176,0.1261948345762406,0.14174943763011855,0.285575131971614,0.23831591974063307,0.46955837313429627,4,11,0,249,0,41,20,4,37,37,17,0,31,25,9,20,19,5,35,15,0,54,18,22,0,0,17,9,1,10,0,0,40,5,46,59,118,3,34,0,11,16,8,12,4,2,19,51,0,25,21,16,0,6,1,46,0,0,5,133,15,15,2,0,12,1,1,21,9,0,286,319,0,2,7,7,12,34,19,74,1,119,0,5
UPZ13,Alcalá – Colegio S. Tomás Dominicos,2024,11,1144943,0.13066065297573765,0.19757752132638917,0.2777291096587341,0.2333600886681695,0.45816003504104574,7,14,0,274,0,46,36,5,58,48,10,2,53,28,10,35,27,13,5,7,0,88,23,23,0,1,26,5,3,17,5,0,40,1,46,57,121,30,44,0,8,20,4,7,65,1,15,53,0,38,20,4,0,3,1,43,0,3,3,139,16,8,9,0,10,4,2,15,23,0,259,275,0,1,2,7,21,18,17,78,1,151,0,7
UPZ13,Alcalá – Colegio S. Tomás Dominicos,2024,12,1069217,0.13632686348982478,0.17294150766401956,0.2646936964152272,0.23908804293235142,0.4506421131850067,3,18,0,280,0,31,30,5,61,22,10,0,75,27,11,26,11,5,4,10,0,9,24,27,0,0,21,6,2,13,0,0,35,0,35,49,117,56,42,2,15,17,11,19,5,1,11,88,1,12,79,17,1,0,0,56,0,2,12,154,13,34,3,0,16,1,2,40,15,0,303,455,0,4,2,16,13,33,12,55,0,151,0,1
UPZ13,Alcalá – Colegio S. Tomás Dominicos,2025,1,1006326,0.1283172649817256,0.15213757768357372,0.2759940615665301,0.2442339758686549,0.4665361092396168,5,12,0,120,0,38,23,2,29,17,5,0,37,13,9,25,10,8,10,19,0,35,16,12,0,0,31,8,0,7,0,1,29,0,31,37,86,22,40,3,1,9,7,12,5,2,5,70,1,20,16,7,0,6,2,34,0,0,5,145,13,10,4,0,9,5,2,11,6,1,238,333,0,2,2,4,13,17,13,71,2,114,0,2
UPZ13,Alcalá – Colegio S. Tomás Dominicos,2025,2,1147130,0.130043674213036,0.1433560276516175,0.28369234524421816,0.24130743682058703,0.4675885325406304,2,13,0,225,0,26,40,3,48,29,11,0,42,33,9,33,8,6,7,24,0,31,20,14,0,1,20,11,0,11,1,0,29,1,37,54,94,19,36,0,6,11,7,10,3,0,9,87,0,41,17,10,0,10,4,56,0,0,7,138,10,6,5,3,12,5,3,17,12,1,274,425,0,4,5,2,9,20,9,76,1,124,0,5
UPZ13,Alcalá – Colegio S. Tomás Dominicos,2025,3,1193643,0.12822761914575798,0.18291985124530533,0.28131861871598124,0.23838785968669024,0.4648976215389917,9,13,0,296,0,34,25,3,77,21,14,0,31,31,8,45,20,5,7,17,0,42,32,22,0,2,30,8,0,8,0,0,27,8,42,61,115,11,48,1,5,8,7,12,2,1,16,67,2,26,6,8,0,11,1,67,1,0,8,180,25,8,5,4,15,0,1,17,20,1,265,416,0,2,2,8,17,26,16,91,0,114,0,4
UPZ13,Alcalá – Colegio S. Tomás Dominicos,2025,4,1102913,0.12906095041041316,0.148069702687338,0.2844122791190239,0.24008693342085913,0.4686359743092459,4,19,0,218,0,45,35,5,44,43,7,0,66,13,21,22,19,3,16,19,1,45,31,15,0,0,28,5,2,4,5,1,33,2,27,65,135,12,43,2,4,6,10,14,9,1,23,74,0,35,14,7,1,13,1,85,0,0,6,194,16,10,2,0,11,4,2,15,14,0,325,485,0,5,4,6,10,21,20,98,0,131,0,5
UPZ13,Alcalá – Colegio S. Tomás Dominicos,2025,5,1195675,0.1281075543103268,0.17168126790306731,0.28457649444874233,0.23524536349760594,0.4659551090388274,2,4,0,261,0,25,29,9,42,15,6,0,36,49,7,39,59,8,3,13,1,37,26,13,0,0,38,8,1,12,1,0,46,2,54,51,111,11,37,5,3,28,12,12,1,3,14,69,0,26,16,7,1,13,1,54,0,0,8,179,12,9,2,0,7,4,5,23,9,0,263,546,0,4,5,9,15,31,26,116,0,132,0,4
UPZ13,Alcalá – Colegio S. Tomás Dominicos,2025,6,992700,0.12639266646519592,0.193443134884658,0.2842459957691145,0.235955474967261,0.4675458345925254,3,10,0,214,0,20,17,6,32,31,3,12,23,30,14,24,12,5,5,18,0,35,17,22,0,4,20,12,9,4,0,0,25,2,53,59,96,55,49,0,3,18,5,13,4,1,17,90,0,32,13,2,0,6,0,52,0,5,7,173,17,7,7,0,3,7,2,18,10,0,274,482,0,0,1,7,21,41,16,83,0,120,0,3
UPZ13,Alcalá – Colegio S. Tomás Dominicos,2025,7,1204331,0.12675003798789536,0.13308218421679754,0.28304677036462567,0.24097860139778848,0.47220119856307496,0,11,0,226,0,36,38,2,43,35,9,1,60,42,12,14,21,8,12,27,0,28,28,22,0,1,26,12,0,14,0,1,45,3,45,69,148,26,44,1,9,19,15,14,5,1,14,88,0,16,27,6,0,10,1,52,0,0,7,204,22,24,2,0,12,2,0,24,10,0,323,441,0,3,9,5,21,26,17,91,2,137,0,7
UPZ13,Alcalá – Colegio S. Tomás Dominicos,2025,8,1121315,0.1285642303902115,0.19499427012034976,0.27645398483031086,0.23551722754087834,0.46151033236274674,0,21,0,296,0,29,26,4,42,22,5,2,48,30,11,18,19,6,6,16,0,27,28,22,0,0,17,10,3,13,0,0,36,4,46,68,127,26,51,2,5,16,8,15,1,1,17,82,1,32,13,8,2,9,1,53,0,0,0,183,13,20,5,0,20,5,3,15,8,0,278,499,0,4,6,8,12,29,20,67,1,151,0,3
UPZ13,Alcalá – Colegio S. Tomás Dominicos,2025,9,1203244,0.12412112588967823,0.13915382083766883,0.2823284387871454,0.236195651089887,0.4692177978863805,1,12,0,318,0,30,15,10,42,50,13,1,37,18,15,31,42,5,2,20,0,21,25,23,0,0,26,10,1,17,0,0,39,2,34,47,149,21,40,0,3,13,12,14,1,0,12,85,0,21,34,8,0,1,4,39,0,4,9,203,10,10,9,2,12,6,13,21,11,0,318,413,2,8,7,11,12,39,28,84,1,134,0,2
UPZ13,Alcalá – Colegio S. Tomás Dominicos,2025,10,1202943,0.12609408758353471,0.14109562963498687,0.2841256817654702,0.23225788753083063,0.46685375644010846,0,17,0,271,0,23,19,6,53,45,4,1,117,46,6,27,18,4,14,13,0,35,23,26,0,0,18,5,1,14,0,0,37,3,55,55,90,42,58,3,12,18,7,12,3,4,13,94,14,24,73,9,0,4,3,59,0,2,2,164,23,6,5,0,24,7,4,13,8,0,323,492,1,4,9,5,19,37,20,82,0,164,3,2
UPZ13,Alcalá – Colegio S. Tomás Dominicos,2025,11,1107040,0.1301904176904177,0.2138612877583466,0.27477236594883653,0.23030242809654575,0.45639633617574793,1,13,0,205,0,19,23,10,55,36,10,0,56,37,7,30,17,5,2,19,0,24,20,26,0,0,28,6,1,6,0,1,28,2,50,69,96,18,33,0,7,11,9,6,3,1,10,86,2,30,7,15,0,9,2,38,0,0,10,150,24,6,7,1,24,6,5,23,13,0,323,516,0,4,7,8,16,27,32,92,0,133,0,7
UPZ13,Alcalá – Colegio S. Tomás Dominicos,2025,12,0,,,,,,4,20,0,238,1,39,23,8,44,47,7,0,181,37,10,44,27,8,10,14,0,29,21,25,0,0,23,5,0,18,0,0,25,2,23,50,94,33,52,1,4,8,14,21,2,0,15,84,0,35,99,3,2,7,2,53,0,2,6,140,13,8,6,1,11,1,2,23,14,0,321,480,0,3,8,7,10,33,33,60,0,141,0,3
UPZ13,Alcalá – Colegio S. Tomás Dominicos,2026,1,921593,0.12338092845757292,0.17693602273454767,0.2851345442076926,0.2313385626843954,0.4677939448324803,3,9,0,170,0,26,25,5,44,47,6,1,41,24,11,15,14,7,7,18,0,32,14,18,0,0,21,1,6,12,1,0,31,2,26,46,71,31,36,0,6,10,8,11,1,0,5,71,0,30,21,5,0,8,4,47,0,0,0,127,17,6,3,1,10,5,5,29,14,0,266,435,0,4,1,4,9,32,19,83,2,121,0,6
UPZ13,Alcalá – Colegio S. Tomás Dominicos,2026,2,1098160,0.12407299482771181,0.14186730531070155,0.2874954469294092,0.22878997595978728,0.4673332362011607,1,10,0,238,0,38,26,7,51,74,4,3,180,20,14,52,24,10,10,11,0,93,25,28,0,2,20,1,0,19,1,0,25,6,38,52,144,18,51,0,6,14,9,18,93,0,12,85,2,23,8,6,1,4,0,54,0,1,1,167,12,10,7,0,11,1,4,39,15,0,311,452,0,4,6,7,23,28,21,93,0,138,1,6
UPZ13,Alcalá – Colegio S. Tomás Dominicos,2026,3,1136587,0.1250427815908505,0.15477477746974055,0.28539390297443135,0.2308613418946372,0.4665058269479884,10,13,0,239,0,32,23,10,50,46,11,1,32,27,15,54,34,3,3,13,0,45,22,18,0,0,18,2,9,18,1,0,26,3,42,53,100,6,52,2,3,4,14,16,2,1,20,66,0,30,22,9,2,11,1,62,0,4,5,187,18,12,6,0,3,10,12,31,18,0,315,526,2,4,8,9,6,34,24,87,3,131,10,1
UPZ13,Alcalá – Colegio S. Tomás Dominicos,2026,4,1062614,0.12570886511941307,0.1471747972452838,0.28739692870600236,0.23088816823418476,0.466177824998855,1,11,0,286,0,26,41,7,64,41,4,6,43,28,9,42,27,9,7,21,0,54,15,13,0,0,23,10,1,12,1,0,30,5,48,47,78,22,66,2,13,6,6,7,1,2,10,73,0,19,29,9,0,4,1,77,0,0,12,187,19,6,7,0,9,1,2,33,16,0,300,480,0,3,6,8,17,46,31,80,0,184,0,0
UPZ13,Alcalá – Colegio S. Tomás Dominicos,2026,5,1083391,0.12533886657725604,0.19389398656625356,0.28210590636252286,0.22862198412207596,0.4621850513803419,2,15,0,295,0,37,21,3,53,23,10,1,81,25,9,58,33,4,1,11,0,32,36,23,0,0,27,3,3,19,1,1,36,4,41,54,93,12,45,3,5,15,13,13,0,1,6,79,0,15,23,5,4,9,1,67,0,1,4,151,13,9,4,0,8,4,6,24,2,0,325,479,0,7,3,5,8,39,26,99,2,160,14,8
UPZ13,Alcalá – Colegio S. Tomás Dominicos,2026,6,696416,0.23457531130818363,0.17390898543399347,0.48207536874511786,0.0,0.6756463330346613,2,12,0,180,0,32,18,4,52,19,18,1,26,27,17,31,41,9,5,24,0,28,23,14,0,0,36,6,3,20,0,0,32,4,34,44,72,18,49,0,7,11,8,14,3,0,8,79,2,20,17,12,2,2,1,34,0,0,4,143,19,4,6,0,7,3,7,22,12,2,291,553,0,3,10,11,11,22,33,84,1,140,1,1
UPZ13,Alcalá – Colegio S. Tomás Dominicos,2026,7,1026971,0.12160226530252559,0.15210556091652053,0.28162820566500907,0.22940764636976116,0.4654244131528544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPZ41,Alquería,2023,1,396118,0.16450401143093724,0.21185858759258605,0.19644903791294513,0.23103216718250622,0.37984851315348794,0,11,0,110,0,9,11,0,31,32,9,0,1,25,14,20,23,2,10,7,0,5,16,22,0,0,17,3,0,7,1,1,20,0,35,26,90,6,37,1,3,5,10,7,0,0,11,43,3,5,6,0,0,6,0,31,0,2,0,99,7,10,1,0,9,5,0,11,1,1,153,105,1,0,4,4,11,31,9,37,1,63,0,1
UPZ41,Alquería,2023,2,448572,0.16732207984448427,0.2016889150459681,0.21671214431573974,0.21891245998412742,0.3785678033106539,0,15,0,132,0,9,6,5,12,19,10,1,8,17,11,6,39,2,15,13,0,3,9,18,0,0,13,6,0,3,0,2,27,2,15,26,75,5,35,0,4,11,8,8,0,2,22,70,1,5,4,1,1,3,0,40,0,0,2,74,7,7,2,0,3,2,0,12,2,0,203,111,0,1,2,2,15,16,15,63,1,86,0,5
UPZ41,Alquería,2023,3,496005,0.1715184322738682,0.18870374290581748,0.22238485499138114,0.2149212205522122,0.3761822797485241,0,10,0,113,0,12,6,1,23,9,4,0,4,20,8,8,12,2,17,12,0,2,21,16,0,0,29,3,1,5,0,0,16,0,29,42,67,10,24,0,3,9,11,6,0,0,16,56,1,2,7,2,0,6,0,35,0,0,2,72,8,5,2,0,8,1,0,2,0,0,192,136,0,0,7,0,11,19,19,33,0,98,0,6
UPZ41,Alquería,2023,4,440793,0.167897403089432,0.25619508476768005,0.21521893496493819,0.21113084826664671,0.37150894335133877,3,8,0,149,0,9,3,3,34,6,8,0,2,20,11,6,24,2,1,9,0,3,22,24,0,0,10,8,0,14,0,2,13,1,21,28,84,4,43,0,6,11,10,12,0,0,9,61,0,6,18,2,1,4,0,36,0,0,3,75,7,7,4,0,7,3,0,2,0,1,239,243,0,1,6,2,9,20,13,45,1,81,0,1
UPZ41,Alquería,2023,5,462669,0.17238673868359453,0.2090630666848222,0.21774097681063567,0.21822944696964786,0.3759412776736717,0,17,0,136,0,13,7,3,24,12,4,0,0,24,11,14,22,7,9,14,0,4,19,15,0,0,16,7,0,1,0,0,22,0,34,28,82,4,33,2,3,16,14,10,0,3,16,61,1,11,7,1,1,1,0,52,0,2,2,110,7,3,4,0,2,4,0,3,0,0,282,219,0,1,5,4,10,19,14,43,0,66,0,3
UPZ41,Alquería,2023,6,431778,0.1675629605954912,0.2167386944216704,0.20787997535770697,0.2257039497148998,0.38020830920828147,0,5,0,129,0,8,5,2,24,24,5,0,5,29,13,10,24,2,13,8,0,1,27,8,0,0,25,3,0,1,0,0,14,0,19,24,76,2,26,0,5,5,12,7,0,1,8,67,1,18,10,2,1,0,0,33,0,0,4,85,6,4,3,0,5,1,0,1,1,1,210,217,0,1,8,1,9,10,20,52,1,89,0,3
UPZ41,Alquería,2023,7,424594,0.16488928246748658,0.2729242523445927,0.20049506116431226,0.22009260611313397,0.3752486689245098,2,16,0,143,0,13,3,2,21,12,1,0,1,7,5,13,28,1,12,9,0,2,23,9,0,0,17,3,0,9,0,2,23,0,22,20,90,1,28,0,5,7,10,7,3,1,7,7,0,18,4,1,0,4,0,25,0,1,3,80,10,4,2,0,4,2,0,2,0,0,202,171,0,0,4,1,8,9,8,36,1,53,0,0
UPZ41,Alquería,2023,8,449034,0.1732140550604186,0.20981707398548885,0.2054966884467546,0.21994993697581922,0.37268113327721286,0,6,0,80,0,6,7,1,27,12,7,0,5,20,8,6,32,1,6,11,0,3,9,7,0,0,20,5,0,4,0,0,14,2,22,28,78,5,21,0,2,15,8,11,0,0,22,47,0,4,2,0,1,5,0,38,0,5,2,80,8,8,2,0,5,2,0,1,1,0,181,118,0,4,0,1,15,14,17,18,0,75,0,1
UPZ41,Alquería,2023,9,454586,0.1719190648194181,0.22211418741448263,0.20500631343684145,0.21507701513025038,0.37067518577342895,0,5,0,118,0,13,9,3,11,7,3,0,4,17,6,4,12,3,7,19,0,3,11,15,0,0,15,3,0,9,0,0,16,2,19,25,91,2,29,1,1,7,15,6,0,4,16,73,0,7,13,1,0,6,0,54,0,0,2,86,7,5,2,0,6,4,0,1,0,0,209,190,0,0,5,3,14,13,17,31,0,71,0,6
UPZ41,Alquería,2023,10,455245,0.16995463980933342,0.20847455765576778,0.20259201089523224,0.21205724390163538,0.36784524450204464,0,14,0,122,0,13,6,2,25,7,9,0,6,21,5,8,19,5,13,7,0,7,21,12,0,0,12,7,0,5,0,0,20,3,19,40,87,2,28,0,1,14,11,6,1,0,7,56,1,11,5,1,2,9,0,44,0,2,3,103,9,8,3,1,9,3,0,4,3,0,232,219,2,1,3,10,31,9,15,49,0,95,10,6
UPZ41,Alquería,2023,11,531994,0.1685846080970838,0.22228634157528093,0.19886878423440865,0.22047429106343305,0.3708616387904124,1,3,0,170,0,18,2,6,22,5,7,0,5,19,6,2,20,1,5,18,1,2,28,17,0,0,25,6,0,5,0,0,24,0,30,26,98,26,25,1,2,17,11,8,0,3,12,59,0,22,7,1,0,3,0,52,0,1,2,89,6,14,4,2,10,1,0,2,0,0,218,202,1,1,1,5,16,26,22,47,0,84,0,3
UPZ41,Alquería,2023,12,470704,0.17915717733437575,0.2614615554573575,0.17939724327815357,0.22543041911689723,0.36497158157426607,1,6,0,135,0,14,1,0,28,13,3,0,3,21,5,29,16,0,14,7,3,0,30,21,0,0,27,5,0,5,0,0,22,3,18,41,69,3,36,1,2,8,8,9,0,0,23,58,0,8,54,1,1,7,0,24,0,3,0,74,8,15,7,0,1,5,0,3,0,0,274,304,0,0,4,5,17,14,15,36,2,104,0,3
UPZ41,Alquería,2024,1,366454,0.1709928121947093,0.20495341843723905,0.19734809826062752,0.2248031130783127,0.37220724383778964,0,5,0,65,0,12,1,1,23,4,8,0,1,8,8,14,8,1,8,9,0,3,7,5,0,0,18,3,0,2,0,0,11,0,11,23,63,12,23,0,2,7,1,1,0,0,10,35,0,7,7,0,0,3,0,22,0,0,0,89,11,2,1,0,14,0,0,0,0,0,126,161,0,1,4,2,8,24,6,21,1,48,0,0
UPZ41,Alquería,2024,2,436049,0.17686315070095332,0.1865455487800683,0.20987320232359208,0.21550330352781452,0.3687419112683819,0,10,0,139,0,13,7,3,26,0,8,0,1,17,11,16,21,2,6,6,1,8,14,12,0,0,19,12,1,8,0,0,22,2,14,26,94,1,31,0,2,9,9,5,0,1,10,64,0,9,4,0,0,7,3,41,0,2,5,103,10,3,3,2,7,4,0,3,1,0,240,214,6,1,5,4,14,24,26,79,0,85,0,1
UPZ41,Alquería,2024,3,400237,0.1778496240977221,0.2612277225743747,0.2095908174406664,0.20755202542493573,0.36326945035066727,0,7,0,85,0,16,2,2,20,0,0,0,2,3,6,10,11,0,12,6,0,0,19,10,0,0,6,3,1,3,0,0,9,0,24,21,72,8,31,1,4,10,7,8,0,0,21,70,1,16,6,0,0,0,0,36,0,1,6,76,10,6,4,0,8,5,0,2,0,0,188,164,0,0,6,1,15,13,19,100,1,70,0,1
UPZ41,Alquería,2024,4,444379,0.17471347655942338,0.18234209987420646,0.218088613548345,0.21737750883817641,0.3750626342228893,0,11,0,101,0,18,1,1,7,7,3,0,2,8,8,16,15,1,3,4,0,2,18,11,0,0,16,1,0,2,0,0,14,0,22,20,37,1,17,0,3,2,2,1,1,0,13,51,2,5,5,0,1,0,0,29,0,0,3,54,3,3,2,0,4,6,0,0,0,0,147,137,0,1,2,1,9,26,15,99,0,51,0,1
UPZ41,Alquería,2024,5,481891,0.17983527395199328,0.211674424299271,0.21291744398629567,0.21488054352540303,0.3673855533028562,1,14,0,154,0,28,3,7,19,8,1,0,3,9,10,22,18,3,10,9,0,2,27,18,0,0,26,4,0,9,0,0,18,0,35,35,74,8,40,0,11,7,9,12,0,0,14,72,0,7,5,1,0,1,0,54,2,3,2,98,12,10,4,0,7,3,1,0,1,0,229,225,0,2,1,3,12,10,23,148,2,69,0,2
UPZ41,Alquería,2024,6,399043,0.17158802434825318,0.27545903574301517,0.206990224111186,0.21108000892134432,0.36730158153381964,0,7,0,149,0,21,6,5,22,9,16,0,3,26,10,9,31,3,10,16,0,24,28,13,0,0,29,3,0,7,0,0,14,1,18,35,89,2,48,1,3,13,13,8,0,0,18,82,0,13,11,0,1,8,0,26,0,3,4,97,5,11,1,0,2,6,0,0,0,0,269,260,1,3,4,3,7,19,13,119,0,77,0,3
UPZ41,Alquería,2024,7,404722,0.1637593212130796,0.19574176842375754,0.21485365263069464,0.2168352597585503,0.3806901198023993,0,16,0,154,0,21,5,3,10,16,7,2,6,13,9,10,21,0,7,14,0,6,38,13,0,0,22,4,0,13,0,0,27,1,24,25,91,9,35,1,10,10,15,10,0,1,14,74,0,14,6,0,3,4,0,37,0,4,1,103,8,8,1,1,6,6,0,1,0,0,221,337,0,4,5,4,20,34,17,140,3,82,0,3
UPZ41,Alquería,2024,8,468036,0.16427582493654333,0.22557239186729225,0.20972745686229263,0.21017186712133254,0.3755227518111142,0,13,0,130,0,31,7,4,16,12,4,0,5,12,5,20,28,4,23,6,0,3,21,15,0,0,13,2,0,3,0,0,20,1,11,21,79,7,32,2,2,11,11,6,0,0,19,93,0,6,21,1,1,6,0,24,0,1,7,83,6,10,3,0,13,5,0,0,2,0,263,230,1,2,5,5,10,29,18,167,0,105,0,1
UPZ41,Alquería,2024,9,416908,0.16600065242211712,0.21179252976675908,0.217115046964798,0.20892139272933116,0.3753891745900774,0,7,0,108,0,18,7,4,14,6,10,1,1,12,4,15,20,1,14,16,0,14,23,10,0,0,23,5,0,4,0,0,20,1,25,25,57,20,36,0,4,10,9,8,0,3,31,80,0,38,9,0,1,3,0,34,0,1,4,76,13,6,2,0,16,0,0,4,1,0,221,181,1,2,1,3,7,23,41,236,0,101,0,6
UPZ41,Alquería,2024,10,481055,0.1658209560237395,0.19588612528712934,0.21114633461870264,0.20937106983608944,0.37164695305110645,0,4,0,202,0,32,5,4,17,7,5,0,28,22,5,20,15,1,23,11,0,3,27,17,0,0,15,6,1,7,0,2,20,0,19,32,100,4,40,0,3,13,4,10,3,2,26,71,13,40,14,1,2,7,1,60,1,2,1,71,6,8,1,0,5,1,0,2,2,0,243,231,1,0,20,1,13,14,23,285,1,92,0,10
UPZ41,Alquería,2024,11,461133,0.16365343621037748,0.26473924008908495,0.20348793081388666,0.20153404766087007,0.36471337987088326,1,9,0,151,0,43,10,0,23,4,6,0,7,15,11,19,25,4,11,11,0,10,15,20,0,0,19,7,0,7,1,0,35,0,19,44,103,12,35,1,1,15,6,4,9,0,21,77,7,4,13,1,1,7,0,34,0,3,4,74,4,5,1,0,2,1,0,2,10,1,252,173,1,0,8,5,13,15,29,325,0,69,0,1
UPZ41,Alquería,2024,12,456341,0.17869970044330885,0.22708018784198658,0.1859114127374047,0.21279700925404468,0.355891847689922,1,18,0,138,0,29,2,2,32,5,4,2,37,21,11,17,38,2,18,17,1,6,27,14,0,0,41,0,0,7,0,0,14,0,30,20,96,12,31,0,3,13,7,12,1,1,13,58,0,13,78,2,0,3,0,33,0,10,1,93,6,8,4,0,3,6,0,3,1,0,269,344,0,2,6,1,12,19,20,279,1,79,0,2
UPZ41,Alquería,2025,1,371736,0.16570899778337314,0.1984795661437149,0.2019336303182904,0.2212645533389287,0.373500952288721,0,8,0,83,0,19,3,4,31,21,2,1,3,13,4,8,20,4,6,14,0,1,15,14,0,0,20,1,0,4,0,0,19,0,10,16,69,7,31,1,3,5,12,5,0,1,16,53,0,2,8,1,1,10,1,30,0,1,0,92,4,2,2,0,13,5,3,2,0,0,208,239,1,0,9,3,10,20,27,277,0,54,0,1
