upz_id,Estacion,anio,mes,flujo_total_mes,pct_flujo_nocturno,pct_flujo_finde,pct_flujo_pico_am,pct_flujo_pico_pm,concentracion_horaria_gini,ABRIR DOMICILIO,ACCIDENTE CEREBRO VASCULAR,ACCIDENTE DE AVIACIÓN,ACCIDENTE DE TRÁNSITO,ACCIÓN SUBVERSIVA,ACTOS CONTRA EL AMBIENTE,ALARMA,AMENAZA DE SUICIDIO,ANIMAL,ANIMAL PELIGROSO,CAÍDA DE ALTURA,COLAPSO O POSIBILIDAD DE COLAPSO,CONGESTIÓN VEHICULAR,CONVULSIÓN,DAÑOS EN PROPIEDAD PÚBLICA O PRIVADA,DAÑOS EN REDES DE SERVICIOS,DELINCUENTE CAPTURADO POR CIVIL,DELITOS INFORMÁTICOS,DISPAROS,DOLOR TORÁXICO,ELECTROCUCIÓN,ELEMENTO CAÍDO O EN PELIGRO DE CAER,EMBRIAGUEZ,ENFERMO,ESTABLECIMIENTO ILEGAL PARA EL ABORTO,EVENTO NATURAL,EVENTO RESPIRATORIO,EXHIBICIONES O ACTOS OBSCENOS,EXPLOSIÓN,EXTRAVIADO O DESAPARECIDO,FENÓMENO DE REMOCIÓN DE MASA,FUGA DE PRESOS,HABITANTE DE LA CALLE,HALLAZGO DE EXPLOSIVOS,HERIDO,HURTO EFECTUADO,HURTO EN PROCESO,INCENDIO,INCONSCIENTE O PARO CARDIORESPIRATORIO,INDEBIDO USO DE ESTABLECIMIENTO,INFORMACIÓN CONFIDENCIAL,INTENTO DE SUICIDIO,INTENTO O VIOLACIÓN DE DOMICILIO,INTOXICACIÓN,INUNDACIÓN,INVASIÓN DE TERRENO O EDIFICIO,LESIONES PERSONALES,MALTRATO,MANIFESTACIÓN O MOTÍN,MANIOBRAS PELIGROSAS,MATERIALES PELIGROSOS,MENDICIDAD,MENOR EN ESTABLECIMIENTO DE MAYORES,MUERTE NATURAL,MUERTO,NARCÓTICOS,PANDILLAS,PATOLOGÍA GINECOBSTÉTRICA,PERSONA ABANDONADA,PERSONA O VEHÍCULO SOSPECHOSO,PERSONA PIDIENDO AUXILIO,PERSONA TENDIDA EN LA VÍA,PORTE DE ARMAS,QUEMADURAS,QUEMAS,RAPTO,RECONOCIMIENTO,REMISIÓN DE DINERO O ACOMPAÑAMIENTO,RESCATE,RESTOS HUMANOS,RIÑA,RUIDO,SANGRADO VAGINAL,SECUESTRO,SOLICITUD DE APOYO O DESACATO,SUPLANTACIÓN DE PROFESIÓN U OFICIO,SÍNTOMAS GASTROINTESTINALES,TRASTORNO MENTAL,VEHÍCULO ABANDONADO,VEHÍCULO MAL ESTACIONADO,VEHÍCULO RECUPERADO,VERIFICAR SITUACIÓN,VIOLACIÓN DE MEDIDA GUBERNAMENTAL,VIOLENCIA SEXUAL
UPZ26,Ferias,2024,3,170995,0.10251176934998099,0.20403520570776923,0.26184391356472414,0.21853855375888184,0.45109433024357437,2,9,0,230,0,31,23,4,35,28,6,1,13,25,10,19,48,4,19,10,0,5,33,22,0,0,16,61,0,9,1,0,31,0,44,57,169,48,34,1,5,15,20,13,0,1,25,132,0,22,18,4,3,13,0,124,1,2,5,142,27,11,4,0,35,5,0,22,1,0,440,442,1,1,9,2,16,48,27,70,3,131,0,6
UPZ26,Ferias,2024,4,200469,0.10102808913098783,0.14467573540048587,0.2770203871920347,0.22042809611461123,0.46156700038409926,0,16,0,167,0,36,17,5,24,6,10,0,7,11,10,22,33,2,7,6,0,6,25,20,0,0,28,6,0,4,0,0,28,1,29,42,91,20,26,1,1,14,9,10,0,2,15,66,0,7,7,1,7,8,0,61,0,2,10,72,6,11,2,1,21,6,0,16,4,0,315,186,0,0,3,1,16,27,6,38,2,118,0,12
UPZ26,Ferias,2024,5,200201,0.10720725670700945,0.16499917582829257,0.2701784706370098,0.22211677264349328,0.453255103620861,1,18,0,269,0,41,22,4,30,9,15,0,22,51,7,25,77,4,29,24,0,3,38,35,0,0,45,10,0,16,0,0,65,1,37,63,218,19,52,2,9,13,23,15,0,6,32,160,6,21,31,2,6,9,0,141,0,1,11,143,16,14,6,0,15,12,0,38,4,0,492,362,0,0,7,6,21,54,16,73,2,158,0,7
UPZ26,Ferias,2024,6,175722,0.10970737870044729,0.22645997655387487,0.2579073764241245,0.21881153185144717,0.4439853860074436,2,11,0,306,0,39,22,2,40,18,16,0,49,38,15,22,53,10,21,13,0,26,53,34,0,0,30,9,2,11,0,1,32,2,44,62,195,11,54,1,5,21,19,11,0,3,35,192,1,13,28,2,7,11,0,129,0,2,5,127,24,8,8,0,14,2,0,36,0,0,564,437,0,4,4,5,27,38,16,104,4,175,0,11
UPZ26,Ferias,2024,7,184724,0.10249886316883566,0.1558920335202789,0.2595114874082415,0.23351053463545615,0.460749550681016,2,15,0,274,0,29,27,5,55,25,24,0,27,24,23,25,67,3,24,19,0,9,42,25,0,0,39,4,11,17,2,0,74,2,46,102,231,133,56,3,21,18,20,13,0,1,49,151,1,19,15,4,2,7,0,150,0,1,16,147,20,12,6,1,15,6,1,39,2,1,582,453,0,4,7,8,22,44,20,59,2,206,0,14
UPZ26,Ferias,2024,8,192910,0.10430770825773678,0.1918770411072521,0.2669794204551345,0.22311440568140584,0.45538420334180013,0,18,0,269,0,46,21,5,31,26,4,0,28,35,10,22,55,6,10,16,0,7,38,32,0,0,43,5,4,20,0,0,54,2,58,69,187,14,54,0,11,25,30,13,0,1,31,143,0,18,6,4,7,1,1,102,0,0,13,128,18,16,2,1,37,5,0,21,3,0,498,432,0,2,7,3,23,18,19,72,2,165,0,8
UPZ26,Ferias,2024,9,194918,0.09950338090889502,0.16732677330980206,0.25765193568577555,0.2487712781785161,0.46982876560057735,2,16,0,302,0,35,23,9,39,10,8,0,28,28,31,19,53,6,30,15,0,10,48,19,0,0,34,10,0,7,0,3,72,7,55,66,207,28,32,2,10,25,21,8,0,2,44,187,13,21,9,2,10,5,0,152,0,2,8,133,17,14,10,0,22,10,0,47,0,0,591,428,0,3,3,4,16,35,18,53,2,162,0,16
UPZ26,Ferias,2024,10,211340,0.10200624585975206,0.14997160972839974,0.263035866376455,0.23803823223242168,0.46323656982429573,2,17,0,322,0,53,20,3,44,22,14,0,33,29,27,38,85,3,29,32,0,11,36,25,0,0,27,9,0,14,1,2,53,1,55,80,210,23,55,1,6,12,17,11,2,2,57,166,0,27,9,2,4,4,0,146,3,3,18,180,22,14,9,0,38,12,0,17,1,0,600,424,0,2,6,8,23,59,20,82,3,208,0,13
UPZ26,Ferias,2024,11,191035,0.10629465804695475,0.2078729028712016,0.2618368361818515,0.2221634778967205,0.4494409837638827,1,20,0,389,0,47,21,4,36,26,16,2,22,31,17,48,92,10,37,30,0,15,40,20,0,0,36,2,1,12,1,1,60,0,57,66,184,26,71,7,11,17,32,29,6,3,43,156,0,19,44,3,2,3,1,174,0,2,2,179,21,9,20,0,14,6,2,31,0,0,569,425,6,2,15,4,18,19,12,97,1,219,0,8
UPZ26,Ferias,2024,12,190788,0.11681028156907143,0.18702434115353167,0.24279828920057867,0.2247887707822295,0.43392316777435336,1,13,0,364,0,51,29,3,61,26,16,1,18,35,18,12,52,4,43,24,0,10,51,26,0,0,25,6,2,13,0,1,66,5,52,70,190,97,62,1,1,21,40,21,0,7,73,186,0,40,128,4,2,8,0,160,0,3,5,131,22,15,16,1,29,10,1,34,1,2,625,792,1,1,7,5,22,27,19,110,2,202,0,11
UPZ26,Ferias,2025,1,172573,0.1051554994118431,0.1616707132633726,0.2539678860540177,0.21994750047805856,0.4466310392317068,3,12,0,266,0,61,20,7,53,7,3,2,6,15,32,23,35,7,20,15,2,5,22,18,0,0,25,6,0,12,0,4,73,0,25,58,147,23,53,2,10,15,26,6,1,4,24,96,0,17,24,1,3,11,0,137,0,3,10,116,16,10,7,1,30,8,26,15,1,0,404,464,0,1,5,3,12,26,11,54,1,113,0,4
UPZ26,Ferias,2025,2,186135,0.10582104386601122,0.1556236065221479,0.27204448384237245,0.21436054476589572,0.4541777473339243,0,23,0,301,0,36,38,6,30,15,10,1,12,27,13,17,72,3,17,21,0,7,34,17,0,0,25,18,1,6,0,2,47,1,52,50,149,43,47,0,10,26,12,18,7,1,28,101,1,36,24,0,3,7,2,159,0,4,29,128,19,9,12,2,13,7,62,20,1,0,429,352,3,3,17,2,26,19,22,70,1,171,0,8
UPZ26,Ferias,2025,3,192588,0.10591002554676304,0.19535485076951836,0.2680800465241863,0.2116227386960766,0.44996875887040383,2,22,0,341,0,48,30,4,51,22,9,0,22,42,24,25,56,8,18,24,0,32,38,27,0,0,53,11,0,15,0,0,91,4,59,69,180,14,70,1,10,27,10,19,9,5,27,167,1,23,18,2,0,7,0,236,0,2,15,169,12,5,3,1,17,7,65,20,1,3,551,408,2,2,10,5,23,38,19,79,0,202,0,16
UPZ26,Ferias,2025,4,177660,0.10373747607790161,0.15963075537543622,0.27016210739614993,0.21770798153776877,0.4553421329130549,2,16,0,383,0,51,25,5,32,11,13,0,18,26,21,30,58,3,30,7,0,26,39,29,0,0,31,23,1,10,0,2,66,2,44,50,170,20,42,0,4,17,24,10,0,2,39,155,6,28,13,1,2,8,2,236,0,2,21,129,20,12,12,1,22,9,86,29,3,0,567,495,6,2,5,2,21,39,25,73,4,164,0,13
UPZ26,Ferias,2025,5,187397,0.10536988318916525,0.18421853071287161,0.27499906615367375,0.2133652086212693,0.45459794802833914,0,11,0,342,0,61,14,9,33,11,15,2,7,40,21,47,58,8,24,18,0,20,47,40,0,0,26,6,2,12,0,0,95,1,65,61,171,38,55,4,4,18,23,21,0,6,36,177,0,23,15,2,3,12,2,213,0,5,21,140,16,12,5,0,11,7,71,29,4,0,557,551,0,3,5,2,30,34,30,80,2,204,0,8
UPZ26,Ferias,2025,6,160035,0.10224013497047521,0.20696097728621865,0.2644296560127472,0.21705251976130222,0.4528111038210392,6,11,0,316,0,40,15,6,43,32,3,1,14,35,31,10,42,5,10,17,0,3,47,30,0,0,53,13,0,11,0,0,87,2,39,66,174,29,56,2,3,11,27,22,0,1,31,192,0,25,17,0,1,15,0,256,1,2,17,150,20,15,7,1,7,4,65,21,2,0,678,636,0,2,13,2,14,20,27,68,3,222,0,12
UPZ26,Ferias,2025,7,187028,0.10076031396368458,0.14573218983253844,0.26956926235643863,0.22131445558953738,0.4600612386024196,3,14,0,324,0,55,38,7,48,10,10,1,12,32,19,10,56,2,12,23,0,16,21,38,0,0,44,9,1,12,1,0,66,1,48,67,175,23,71,1,4,30,27,15,3,5,28,165,0,29,20,2,1,19,0,187,0,4,9,182,20,13,4,0,20,17,82,23,0,0,578,562,0,4,6,11,28,30,22,72,3,204,0,16
UPZ26,Ferias,2025,8,168785,0.1027401724086856,0.20917143111058448,0.2684480255946915,0.20850194033830022,0.4499227320753227,0,20,0,404,0,41,35,13,40,20,17,0,9,28,33,12,42,3,19,19,0,6,52,30,0,0,22,10,1,13,0,2,74,4,59,71,217,33,58,1,8,21,40,13,0,2,45,181,1,27,7,4,0,5,1,179,0,1,15,160,13,11,12,0,18,9,92,24,2,0,633,510,0,3,8,5,23,21,34,99,1,186,0,16
UPZ26,Ferias,2025,9,180180,0.10139860139860139,0.14775779775779777,0.27624597624597624,0.21055056055056054,0.4587810337810338,2,26,0,405,0,43,31,14,34,15,19,2,6,46,16,24,63,3,23,12,0,9,40,22,0,0,21,10,3,12,0,2,80,4,42,100,239,9,62,0,7,24,23,15,0,0,40,190,0,30,58,1,6,4,1,163,0,6,9,177,14,10,9,1,24,7,95,27,7,0,605,449,0,4,7,1,18,63,41,94,3,203,0,15
UPZ26,Ferias,2025,10,179366,0.1011228437942531,0.15179576954383775,0.2757601775141331,0.21026281458024373,0.45802205174522115,1,16,0,360,0,40,30,8,29,18,13,0,24,44,27,18,93,4,52,29,0,13,37,24,0,0,22,9,1,14,0,0,55,2,47,96,228,72,65,1,2,21,33,18,14,1,42,232,2,22,18,2,1,1,0,206,0,1,16,164,14,20,9,1,15,9,94,32,4,0,703,510,1,4,9,12,18,44,21,63,6,226,9,10
UPZ26,Ferias,2025,11,164784,0.106339207690067,0.22541630255364598,0.26454631517623073,0.20707714341198175,0.4456343860245331,3,19,0,301,0,44,26,6,39,32,8,0,27,27,26,25,44,11,32,19,0,20,39,37,0,0,39,21,2,16,0,1,48,3,47,92,212,45,70,6,9,14,20,15,5,3,53,173,2,27,25,2,0,10,0,133,0,3,11,180,15,13,5,1,16,3,56,22,2,1,600,693,2,0,4,4,35,77,25,76,6,187,0,9
UPZ26,Ferias,2025,12,0,,,,,,0,10,0,455,0,45,14,2,61,27,14,0,24,42,15,23,47,6,37,13,0,5,48,21,0,0,26,14,1,21,0,0,51,3,42,70,195,71,59,5,10,20,23,15,0,2,35,165,0,39,217,4,1,8,0,198,1,1,4,155,10,28,14,0,12,9,66,32,4,0,543,918,0,3,5,9,24,44,25,105,6,163,0,18
UPZ26,Ferias,2026,1,141507,0.10065933134049905,0.18571519430134198,0.25884938554276465,0.2143144862091628,0.4502436275237267,7,11,0,288,0,38,24,5,56,13,15,0,22,32,17,38,33,5,22,24,0,12,38,25,0,0,25,21,1,10,0,0,59,4,37,73,184,14,47,0,4,21,22,11,0,1,28,164,0,29,51,1,7,4,1,184,0,0,3,137,8,9,14,0,21,4,50,17,1,0,476,592,0,2,5,4,20,34,23,50,2,151,0,12
UPZ26,Ferias,2026,2,159929,0.10313326538651527,0.15421218165560968,0.2738402666183119,0.21380112424888545,0.4558369130468312,2,16,0,332,0,80,39,7,46,38,18,1,10,43,23,71,64,1,34,28,0,21,35,23,0,0,49,20,0,13,0,3,78,1,57,56,133,21,63,1,4,22,18,15,33,6,40,158,1,33,16,0,3,10,1,208,0,3,8,154,17,9,7,1,19,7,77,21,2,0,535,405,0,4,7,4,20,47,24,63,1,179,0,8
UPZ26,Ferias,2026,3,163915,0.10204679254491657,0.1641826556446939,0.2736479272793826,0.2138486410639661,0.45605369652970545,1,26,0,400,0,85,27,14,52,24,12,2,18,18,24,15,35,8,11,24,0,22,49,36,0,0,35,17,5,11,1,8,100,4,42,59,168,38,55,1,6,18,24,19,3,4,28,214,4,21,12,0,1,10,1,265,0,3,9,150,22,22,8,2,48,18,77,27,1,4,671,508,0,9,11,1,21,42,12,83,1,211,22,18
UPZ26,Ferias,2026,4,152593,0.10396282922545595,0.15371609444732065,0.27488154764635336,0.2146887471902381,0.45669171150271204,3,12,0,309,0,65,27,4,45,17,16,1,17,31,30,24,34,6,25,22,0,5,35,23,0,0,28,5,1,11,0,1,74,1,53,56,168,36,54,1,7,11,23,24,1,1,34,193,0,49,40,3,1,10,1,234,0,8,6,147,11,12,5,0,15,6,60,16,4,0,586,451,2,6,5,1,13,54,28,83,1,158,0,9
UPZ26,Ferias,2026,5,154805,0.10893059009721909,0.20948935757888956,0.2702044507606344,0.2114466586996544,0.4481576284142416,1,16,0,346,0,66,30,4,49,40,8,0,34,31,24,36,51,1,40,20,2,7,68,16,0,0,31,18,2,16,0,0,61,2,59,58,160,67,59,1,5,18,23,18,0,5,35,159,0,29,26,3,1,13,1,201,0,2,5,141,11,15,13,1,44,9,59,30,0,1,523,572,0,4,8,0,22,37,26,94,0,187,22,6
UPZ26,Ferias,2026,6,105024,0.23830743449116393,0.17597882388787325,0.446764549055454,0.0,0.6569831657525899,0,11,0,301,0,46,24,5,41,6,21,0,8,20,10,15,20,8,7,6,0,12,62,23,0,0,23,9,1,19,0,0,84,1,35,70,147,32,30,5,7,21,22,21,1,2,36,159,2,19,13,0,3,4,0,177,0,4,8,117,19,14,6,1,26,3,71,22,0,0,492,596,1,3,5,4,21,46,11,85,0,137,5,14
UPZ26,Ferias,2026,7,154763,0.10300911716624775,0.16293300078184061,0.26768672098628227,0.21257018796482363,0.4511993068972127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPZ35,Fucha,2023,1,437824,0.14317396944891098,0.22194991594796082,0.16235290893144277,0.2052377210934074,0.3899831895921649,0,3,0,81,0,3,4,0,16,0,2,0,4,7,6,1,3,5,2,3,0,0,9,11,0,0,12,1,0,3,0,0,16,0,14,11,38,9,18,2,0,3,8,1,0,1,15,37,2,2,5,0,1,1,0,20,0,1,2,33,4,3,2,1,6,3,0,5,0,0,115,103,0,0,2,1,7,2,0,9,0,38,0,0
UPZ35,Fucha,2023,2,470700,0.14566815381346931,0.20956447843637135,0.18110898661567879,0.2005863607393244,0.37985270165002477,0,10,0,74,0,2,7,1,17,5,6,0,6,6,4,3,5,0,10,2,0,1,20,11,0,0,8,3,0,0,0,0,23,0,16,16,45,3,23,2,5,4,6,6,0,0,5,27,0,7,0,1,0,4,0,16,0,0,2,44,8,1,0,0,10,2,0,4,0,0,118,119,0,0,9,1,7,10,2,22,0,50,0,2
UPZ35,Fucha,2023,3,515000,0.14913398058252428,0.20380776699029127,0.17423300970873787,0.2109864077669903,0.37791569579288026,0,6,0,95,0,2,3,2,11,23,4,0,5,18,2,4,20,2,9,10,0,1,22,6,0,0,20,3,1,1,0,1,12,0,18,13,50,0,22,2,2,4,2,3,0,0,15,27,4,11,19,1,0,3,0,29,0,0,6,47,5,5,4,1,4,1,0,1,1,0,101,142,0,1,4,2,9,12,0,15,1,33,0,6
UPZ35,Fucha,2023,4,488054,0.1462727485073373,0.2708450294434632,0.17748855659414736,0.19980985710597599,0.37884844709806703,0,3,0,96,0,3,0,1,22,9,4,0,5,7,2,7,16,2,8,10,0,4,21,12,0,0,21,0,0,1,0,0,8,0,19,16,50,0,24,2,4,8,6,3,1,0,8,33,3,10,2,0,0,3,0,32,1,5,2,46,8,4,2,0,3,2,0,0,0,1,139,226,0,1,4,0,12,17,5,14,1,39,0,0
UPZ35,Fucha,2023,5,498634,0.14855585459475287,0.2249104553640546,0.1805733263275268,0.2018494527047895,0.375566046438871,1,8,0,123,0,7,8,2,11,13,0,1,2,10,2,3,23,1,14,6,0,4,28,9,0,0,13,0,0,1,0,0,20,1,15,17,67,23,23,0,0,5,10,3,3,1,8,30,3,8,1,1,1,5,0,39,0,1,2,47,7,7,6,0,5,0,0,0,1,2,101,209,0,0,4,1,5,16,4,17,0,52,0,3
UPZ35,Fucha,2023,6,467189,0.1493100222822027,0.24189567819447805,0.16990982236311214,0.20803786048044795,0.38002812209476966,0,9,0,119,0,4,3,4,13,6,2,0,3,12,3,5,19,2,4,4,0,2,22,7,0,0,14,0,0,3,0,0,16,0,7,27,63,13,15,0,2,2,2,2,0,0,16,41,0,9,15,1,0,1,0,16,0,2,5,42,5,3,6,0,6,3,0,0,1,0,142,162,0,1,3,1,5,11,7,20,0,44,0,1
UPZ35,Fucha,2023,7,432917,0.146829530833855,0.30402363501548796,0.16727455840264993,0.20089301182443747,0.38041828264232325,0,4,0,92,0,9,0,3,7,1,4,7,0,27,4,3,8,0,2,10,0,3,23,12,0,0,11,2,0,2,0,0,16,0,7,11,47,9,21,1,1,4,7,2,0,0,18,10,0,3,7,1,0,2,0,30,1,1,2,46,7,4,2,1,8,2,0,2,5,0,119,179,1,1,3,2,10,19,8,24,1,42,0,4
UPZ35,Fucha,2023,8,443287,0.1420276254435614,0.22844567966125784,0.18414706499401065,0.19768005829180643,0.37870565044015875,0,8,0,89,0,7,1,0,13,3,2,0,7,14,6,8,21,0,3,12,0,1,13,7,0,0,10,1,0,2,0,2,24,0,21,18,73,3,10,0,1,1,9,1,0,2,17,22,1,8,3,0,0,0,0,24,0,3,1,49,4,4,1,0,2,5,0,0,0,0,111,96,0,0,3,3,11,30,3,18,0,23,0,2
UPZ35,Fucha,2023,9,434566,0.14274471541722086,0.24046289861609055,0.18452202887478542,0.19548008817993123,0.3787920975563359,0,6,0,94,0,7,1,5,17,3,1,0,1,14,4,8,18,1,5,10,0,0,13,6,0,0,17,4,0,2,0,0,13,4,10,11,66,8,16,0,1,5,5,6,0,0,6,35,1,4,7,1,1,1,0,23,0,3,1,43,5,2,1,1,3,0,1,0,0,0,164,135,1,0,2,1,6,10,12,20,0,52,0,3
UPZ35,Fucha,2023,10,426871,0.13821037268870456,0.23772287178093615,0.18238531078475698,0.19445687338797904,0.381930274798085,0,9,0,114,0,10,2,0,11,0,8,0,3,15,2,3,7,1,5,17,0,2,18,9,0,0,10,3,0,4,0,1,25,2,18,8,88,3,16,2,1,1,7,2,0,0,18,37,0,3,4,1,0,0,0,22,0,3,4,49,3,3,3,0,3,0,0,0,0,1,130,122,0,1,1,3,7,10,3,20,0,44,0,1
UPZ35,Fucha,2023,11,426586,0.14181900015471674,0.2478585795126891,0.1761286118156714,0.19509782318219537,0.3828382006598123,0,7,0,126,0,2,1,0,13,4,3,0,3,15,6,6,21,0,2,11,0,1,10,11,0,0,13,7,0,3,0,1,34,0,11,4,81,1,22,0,0,2,2,5,0,0,16,25,1,3,3,0,0,4,0,27,0,1,4,40,6,5,2,1,2,3,0,1,0,0,142,113,0,0,7,1,12,10,4,24,0,42,0,3
UPZ35,Fucha,2023,12,435079,0.15896193564846844,0.29470969639996414,0.1489108874480267,0.19570698654727073,0.3787353369541317,0,20,0,121,0,9,2,2,17,5,1,0,6,9,2,5,20,0,4,6,0,14,13,8,0,5,14,5,0,4,1,1,32,2,6,21,63,6,29,1,1,3,3,4,0,0,7,25,1,8,15,5,0,5,0,16,0,1,6,42,5,3,7,0,2,0,0,0,2,0,147,154,0,2,1,1,9,16,2,19,0,37,0,2
UPZ35,Fucha,2024,1,346758,0.14066005686963243,0.22436973335871127,0.16214189723092184,0.19799687390053006,0.39046227243976106,0,0,0,59,0,4,6,0,11,2,0,0,3,8,0,5,6,0,2,5,0,1,3,3,0,0,9,1,0,2,0,0,13,0,7,11,37,7,19,0,0,1,3,1,0,0,6,19,0,5,6,0,0,5,0,19,0,1,2,29,8,2,1,0,7,1,0,0,1,1,83,97,0,1,2,0,7,9,3,11,1,31,0,0
UPZ35,Fucha,2024,2,399220,0.14434397074294875,0.2041856620409799,0.1814438154401082,0.194369019588197,0.3772247549387973,0,8,0,106,0,10,4,5,21,6,0,0,13,16,6,6,14,2,7,4,0,7,6,6,0,0,12,4,0,5,0,0,19,1,16,20,59,5,18,0,1,6,6,2,1,1,12,28,0,11,4,0,0,0,0,37,0,0,3,44,7,1,1,2,8,5,0,0,0,0,104,137,0,1,2,2,4,7,4,14,1,45,0,0
UPZ35,Fucha,2024,3,382384,0.1492086488974434,0.2889529896648395,0.17721714297669358,0.19237729612117663,0.37505557240888737,1,8,0,99,0,9,2,0,11,2,7,0,14,10,5,5,15,0,3,7,0,0,13,15,0,0,9,9,0,3,0,0,39,0,10,14,56,19,15,0,1,4,8,2,3,0,10,25,1,5,3,3,0,3,0,30,0,0,1,59,4,0,1,0,5,0,0,0,0,0,104,176,0,1,1,3,4,2,4,9,1,26,0,7
UPZ35,Fucha,2024,4,423480,0.14148956267120052,0.20017710399546615,0.18559554170208747,0.19457825635212997,0.3770388605522496,2,1,0,60,0,11,2,1,6,0,0,0,4,12,4,14,6,0,3,4,0,1,10,10,0,0,8,0,0,1,0,0,35,0,11,8,37,0,13,1,1,5,5,2,0,0,13,19,0,1,7,2,0,1,0,20,0,1,0,38,7,5,0,0,1,0,0,0,0,0,103,95,0,0,1,1,3,13,5,3,0,32,0,2
UPZ35,Fucha,2024,5,420847,0.14414264566457644,0.2295085862558127,0.1810966930974915,0.19459566065577277,0.37567324546291964,3,5,0,91,0,15,8,1,10,2,2,0,4,8,4,26,19,0,6,3,0,2,17,10,0,0,12,6,0,1,0,2,45,1,10,19,63,0,22,0,7,0,10,5,0,0,10,43,0,4,0,1,0,3,0,17,0,0,2,53,4,7,2,0,4,1,0,0,1,0,162,147,0,0,7,4,3,16,2,22,0,48,0,3
UPZ35,Fucha,2024,6,379836,0.148206067881928,0.30275434661274864,0.16843321854695184,0.19350719784327974,0.3763150412283196,0,9,0,103,0,16,2,1,27,0,3,0,8,11,9,4,10,1,7,12,0,2,17,9,0,0,29,4,0,2,0,0,50,0,21,16,47,1,26,0,3,2,7,4,0,1,10,32,1,6,3,0,0,6,0,25,0,1,1,47,3,7,2,0,2,1,0,0,1,0,131,133,0,0,2,2,6,6,4,12,0,42,0,2
UPZ35,Fucha,2024,7,380458,0.1396001661155765,0.2195406588900746,0.17032103412203187,0.20072912121705944,0.3842614252646372,1,4,0,103,0,9,2,2,17,7,0,1,1,19,7,1,22,1,4,7,0,2,16,8,0,0,19,0,0,4,0,0,38,0,11,8,46,14,31,0,3,3,10,4,0,0,5,41,0,7,7,2,0,7,0,28,0,0,6,28,3,4,0,0,6,2,0,1,0,0,112,143,2,1,3,0,10,8,4,15,0,39,0,7
UPZ35,Fucha,2024,8,411980,0.14369386863439973,0.26322394290985,0.18307927569299481,0.19238797999902907,0.3752902648995906,0,2,0,92,0,8,1,3,4,6,12,0,5,7,6,4,14,0,8,4,0,4,7,15,0,0,6,3,1,2,0,0,39,0,14,16,55,6,16,1,1,2,2,4,0,1,25,36,2,4,0,5,0,5,0,19,0,2,2,46,6,7,1,0,6,0,0,1,0,0,109,133,1,0,1,1,2,18,3,23,0,43,0,1
UPZ35,Fucha,2024,9,370428,0.14093427062749037,0.2417986761259948,0.18592816957681385,0.18904078525381451,0.3764681215602852,0,1,0,109,0,10,3,4,9,2,6,0,5,11,5,7,14,2,3,5,0,7,9,18,0,0,10,2,0,1,0,1,53,0,18,16,59,19,15,0,0,4,11,0,0,0,10,21,3,7,5,1,0,0,0,15,0,3,2,42,6,3,3,0,6,1,0,2,0,0,116,80,0,2,4,4,8,22,2,19,0,46,0,2
UPZ35,Fucha,2024,10,430842,0.14011865138496246,0.21340073623277211,0.1818833818429958,0.19233733015815543,0.37703632267358644,0,6,0,95,0,24,2,1,10,7,2,1,8,9,5,13,18,1,5,8,0,1,5,10,0,0,15,3,0,4,0,1,43,0,15,23,77,5,20,0,4,2,3,2,0,0,12,27,0,8,0,0,1,3,0,21,0,1,2,53,4,3,1,0,3,0,0,1,0,0,146,132,1,1,3,5,8,7,6,12,1,45,0,2
UPZ35,Fucha,2024,11,413956,0.1439428345041502,0.28666331687425717,0.17615398738030127,0.1895684565509378,0.3774722836887656,3,5,0,101,0,5,6,0,9,10,8,0,10,6,5,9,17,1,3,3,0,10,11,12,0,0,7,0,0,0,0,0,63,1,8,11,54,0,21,1,3,1,2,3,2,1,11,33,2,7,0,1,0,0,0,26,0,0,4,40,3,4,2,1,2,4,0,1,0,0,115,117,0,0,3,0,11,2,1,14,0,39,0,4
UPZ35,Fucha,2024,12,433461,0.1482555524026383,0.25419357220142064,0.1559563605491613,0.1913067150216513,0.3806667920143527,0,4,0,113,0,11,3,3,10,6,2,0,13,7,3,4,9,1,4,6,0,4,12,17,0,0,16,0,0,4,0,1,36,0,10,10,83,1,15,1,2,2,8,6,0,0,10,31,0,5,16,0,0,1,0,22,0,1,5,44,9,4,1,0,7,2,0,0,0,0,131,173,3,0,3,2,4,7,9,12,0,37,0,1
UPZ35,Fucha,2025,1,368362,0.1372807184237245,0.21529093663298604,0.1714671980280268,0.18884684087935238,0.3832593119449527,0,3,0,74,0,13,5,1,5,1,2,0,5,12,7,1,12,1,4,6,0,1,14,8,0,0,6,0,1,2,0,0,46,0,16,16,63,19,7,0,0,7,10,1,0,0,5,18,0,2,16,0,0,0,0,25,0,0,1,31,3,3,2,0,11,0,0,0,0,1,91,131,0,0,2,1,3,28,4,11,0,33,0,0
