cod_estacion,nom_est,upz_id,cod_localidad,localidad,anio,mes,flag_soacha,sin_upz,mes_incompleto,n_dias_con_dato,validaciones_mes,salidas_mes,flujo_total_mes,pct_flujo_nocturno,pct_flujo_finde,pct_flujo_pico_am,pct_flujo_pico_pm,concentracion_horaria_gini,upz_nuse_hurto,upz_nuse_violencia,upz_nuse_orden_publico,upz_nuse_otros,upz_nuse_total,loc_nuse_hurto,loc_nuse_violencia,loc_nuse_orden_publico,loc_nuse_total,poblacion_localidad,loc_tasa_nuse_hurto_100k_hab,loc_tasa_nuse_violencia_100k_hab,upz_hurto_por_100k_val_estacion,dai_total,dai_hurto_personas,ir_total,loc_tasa_dai_100k_hab,dist_cai_m,n_cai_500m,indice_seguridad_nocturna_2019,num_acc,acc_puent,longitud,latitud,unidad_ecologica,match_dim,loc_nuse_otros,dai_homicidio,dai_lesiones_personales,dai_hurto_residencias,dai_hurto_automotores,dai_hurto_bicicletas,dai_hurto_comercio,dai_hurto_celulares,dai_hurto_motocicletas,dai_delitos_sexuales,dai_violencia_intrafamiliar,dai_es_anual,ir_incidente_reportado,ir_nuse_despachado,ir_amenaza_orden_publico,ir_maltrato_mujer,ir_otros_ir,ir_delito_ir,ir_pia,ir_hurto_ir,ir_hurto_cel_ir,ir_es_anual,nocturno2019_plocalida,nocturno2019_piluminac,nocturno2019_pqueveo,nocturno2019_pquienes,nocturno2019_ppersonas,nocturno2019_ppresenci,nocturno2019_psendero,nocturno2019_ptranspor,nocturno2019_ppresen1
2000,Portal Norte – Unicervantes,UPZ10,01,USAQUÉN,2024,9,False,False,False,30,1845895.0,2038527.0,3884422.0,0.18170348123865018,0.22007006447806135,0.25725088571736027,0.15990384154965656,0.28687160452985283,40.0,252.0,232.0,246.0,770.0,725.0,3167.0,4286.0,12981.0,586366.0,123.64291244717464,540.1063499588994,2.1669704939880114,9684.0,4757.0,36626.0,1651.528226397847,177.7828067856346,1,41.7932881111111,1.0,1.0,-74.04604465,4.75462286,UPZ,True,4803.0,23.0,436.0,352.0,82.0,302.0,1616.0,68.0,553.0,244.0,1251.0,True,11327.0,2041.0,11094.0,2943.0,3412.0,438.0,148.0,4430.0,793.0,True,6.962955,65.071641,66.585564,44.471479,16.626115,9.62,87.753447,68.937551,10.110841
2000,Portal Norte – Unicervantes,UPZ10,01,USAQUÉN,2024,10,False,False,False,31,2105948.0,2247312.0,4353260.0,0.18247589163064,0.19355999871360774,0.25747853332904536,0.16411539857486113,0.28943745577319835,44.0,163.0,203.0,305.0,715.0,749.0,2996.0,4282.0,12734.0,586366.0,127.73591920404662,510.9436768161865,2.089320344092067,9684.0,4757.0,36626.0,1651.528226397847,177.7828067856346,1,41.7932881111111,1.0,1.0,-74.04604465,4.75462286,UPZ,True,4707.0,23.0,436.0,352.0,82.0,302.0,1616.0,68.0,553.0,244.0,1251.0,True,11327.0,2041.0,11094.0,2943.0,3412.0,438.0,148.0,4430.0,793.0,True,6.962955,65.071641,66.585564,44.471479,16.626115,9.62,87.753447,68.937551,10.110841
2000,Portal Norte – Unicervantes,UPZ10,01,USAQUÉN,2024,11,False,False,False,30,1921286.0,2126349.0,4047635.0,0.1864367711021374,0.26029298590411437,0.25098186965969016,0.1557739272439338,0.2742391839786974,28.0,148.0,180.0,344.0,700.0,661.0,2725.0,3967.0,12756.0,586366.0,112.72822776218267,464.7268088531736,1.4573572076203127,9684.0,4757.0,36626.0,1651.528226397847,177.7828067856346,1,41.7932881111111,1.0,1.0,-74.04604465,4.75462286,UPZ,True,5403.0,23.0,436.0,352.0,82.0,302.0,1616.0,68.0,553.0,244.0,1251.0,True,11327.0,2041.0,11094.0,2943.0,3412.0,438.0,148.0,4430.0,793.0,True,6.962955,65.071641,66.585564,44.471479,16.626115,9.62,87.753447,68.937551,10.110841
2000,Portal Norte – Unicervantes,UPZ10,01,USAQUÉN,2024,12,False,False,False,31,1859285.0,2032934.0,3892219.0,0.19350658326265813,0.24006074683875703,0.23403179523043283,0.1581054406239731,0.2598521869774556,41.0,147.0,209.0,277.0,674.0,721.0,3298.0,5147.0,14172.0,586366.0,122.96074465436263,562.4473451734923,2.2051487534186527,9684.0,4757.0,36626.0,1651.528226397847,177.7828067856346,1,41.7932881111111,1.0,1.0,-74.04604465,4.75462286,UPZ,True,5006.0,23.0,436.0,352.0,82.0,302.0,1616.0,68.0,553.0,244.0,1251.0,True,11327.0,2041.0,11094.0,2943.0,3412.0,438.0,148.0,4430.0,793.0,True,6.962955,65.071641,66.585564,44.471479,16.626115,9.62,87.753447,68.937551,10.110841
2000,Portal Norte – Unicervantes,UPZ10,01,USAQUÉN,2025,1,False,False,False,31,1686394.0,1842156.0,3528550.0,0.18319734735231186,0.21022232928540052,0.24825834974706323,0.1661963129330745,0.28465414575554443,32.0,103.0,188.0,456.0,779.0,592.0,2309.0,3594.0,10342.0,586286.0,100.97460966149627,393.83509072364,1.8975399580406476,9559.0,4923.0,45490.0,1630.4329286389238,177.7828067856346,1,41.7932881111111,1.0,1.0,-74.04604465,4.75462286,UPZ,True,3847.0,31.0,516.0,320.0,37.0,245.0,1625.0,70.0,516.0,253.0,1023.0,True,13023.0,2274.0,16138.0,3451.0,3905.0,462.0,166.0,5099.0,972.0,True,6.962955,65.071641,66.585564,44.471479,16.626115,9.62,87.753447,68.937551,10.110841
2000,Portal Norte – Unicervantes,UPZ10,01,USAQUÉN,2025,2,False,False,False,28,1875585.0,2080835.0,3956420.0,0.184672759717118,0.18863543304300354,0.25837625934556996,0.16397955727652777,0.2905232651522912,47.0,142.0,211.0,268.0,668.0,665.0,2741.0,3936.0,11610.0,586286.0,113.4258706501605,467.5192653414886,2.5058848305995194,9559.0,4923.0,45490.0,1630.4329286389238,177.7828067856346,1,41.7932881111111,1.0,1.0,-74.04604465,4.75462286,UPZ,True,4268.0,31.0,516.0,320.0,37.0,245.0,1625.0,70.0,516.0,253.0,1023.0,True,13023.0,2274.0,16138.0,3451.0,3905.0,462.0,166.0,5099.0,972.0,True,6.962955,65.071641,66.585564,44.471479,16.626115,9.62,87.753447,68.937551,10.110841
2000,Portal Norte – Unicervantes,UPZ10,01,USAQUÉN,2025,3,False,False,False,31,1971118.0,2205005.0,4176123.0,0.1857270487483247,0.24106042853622847,0.25431698252182705,0.1599837935807925,0.2828199981451779,38.0,160.0,223.0,259.0,680.0,750.0,3041.0,4605.0,13306.0,586286.0,127.9239142670983,518.688831048328,1.9278399365233334,9559.0,4923.0,45490.0,1630.4329286389238,177.7828067856346,1,41.7932881111111,1.0,1.0,-74.04604465,4.75462286,UPZ,True,4910.0,31.0,516.0,320.0,37.0,245.0,1625.0,70.0,516.0,253.0,1023.0,True,13023.0,2274.0,16138.0,3451.0,3905.0,462.0,166.0,5099.0,972.0,True,6.962955,65.071641,66.585564,44.471479,16.626115,9.62,87.753447,68.937551,10.110841
2000,Portal Norte – Unicervantes,UPZ10,01,USAQUÉN,2025,4,False,False,False,30,1836831.0,2046251.0,3883082.0,0.18751239350598314,0.20845143110549816,0.2544156935135544,0.16177665060897503,0.2848547178865732,43.0,163.0,232.0,271.0,709.0,720.0,2807.0,4499.0,12796.0,586286.0,122.80695769641439,478.7765697969933,2.3409883652878243,9559.0,4923.0,45490.0,1630.4329286389238,177.7828067856346,1,41.7932881111111,1.0,1.0,-74.04604465,4.75462286,UPZ,True,4770.0,31.0,516.0,320.0,37.0,245.0,1625.0,70.0,516.0,253.0,1023.0,True,13023.0,2274.0,16138.0,3451.0,3905.0,462.0,166.0,5099.0,972.0,True,6.962955,65.071641,66.585564,44.471479,16.626115,9.62,87.753447,68.937551,10.110841
2000,Portal Norte – Unicervantes,UPZ10,01,USAQUÉN,2025,5,False,False,False,31,3944794.0,4376335.0,8321129.0,0.18699301501034296,0.2267834088379113,0.2565421110524786,0.1563374393066133,0.2808329376516279,34.0,200.0,206.0,268.0,708.0,667.0,2787.0,4707.0,13069.0,586286.0,113.7670010882061,475.36526541653734,0.8618954500539191,9559.0,4923.0,45490.0,1630.4329286389238,177.7828067856346,1,41.7932881111111,1.0,1.0,-74.04604465,4.75462286,UPZ,True,4908.0,31.0,516.0,320.0,37.0,245.0,1625.0,70.0,516.0,253.0,1023.0,True,13023.0,2274.0,16138.0,3451.0,3905.0,462.0,166.0,5099.0,972.0,True,6.962955,65.071641,66.585564,44.471479,16.626115,9.62,87.753447,68.937551,10.110841
2000,Portal Norte – Unicervantes,UPZ10,01,USAQUÉN,2025,6,False,False,False,30,1607360.0,1919198.0,3526558.0,0.1902302471701869,0.27894933246525366,0.2453230600489202,0.16133720188353629,0.2747320397222056,33.0,200.0,240.0,223.0,696.0,640.0,2970.0,4671.0,12597.0,586286.0,109.16174017459056,506.5787004977093,2.0530559426637467,9559.0,4923.0,45490.0,1630.4329286389238,177.7828067856346,1,41.7932881111111,1.0,1.0,-74.04604465,4.75462286,UPZ,True,4316.0,31.0,516.0,320.0,37.0,245.0,1625.0,70.0,516.0,253.0,1023.0,True,13023.0,2274.0,16138.0,3451.0,3905.0,462.0,166.0,5099.0,972.0,True,6.962955,65.071641,66.585564,44.471479,16.626115,9.62,87.753447,68.937551,10.110841
