upz_id,cod_localidad,localidad,anio,mes,upz_nuse_hurto,upz_nuse_orden_publico,upz_nuse_otros,upz_nuse_violencia,upz_nuse_total,poblacion_localidad,dai_total,dai_hurto_personas,ir_total,indice_seguridad_nocturna_2019
UPZ102,14,LOS MÁRTIRES,2023,12,269.0,1287.0,1582.0,907.0,4045.0,75278.0,6895.0,3875.0,16510.0,41.75165722222223
UPZ108,16,PUENTE ARANDA,2023,1,71.0,248.0,728.0,221.0,1268.0,249697.0,7879.0,4201.0,23914.0,41.012262222222226
UPZ108,16,PUENTE ARANDA,2023,2,93.0,306.0,874.0,253.0,1526.0,249697.0,7879.0,4201.0,23914.0,41.012262222222226
UPZ108,16,PUENTE ARANDA,2023,3,94.0,314.0,840.0,294.0,1542.0,249697.0,7879.0,4201.0,23914.0,41.012262222222226
UPZ108,16,PUENTE ARANDA,2023,4,57.0,191.0,781.0,239.0,1268.0,249697.0,7879.0,4201.0,23914.0,41.012262222222226
UPZ108,16,PUENTE ARANDA,2023,5,88.0,225.0,852.0,215.0,1380.0,249697.0,7879.0,4201.0,23914.0,41.012262222222226
UPZ108,16,PUENTE ARANDA,2023,6,72.0,253.0,676.0,223.0,1224.0,249697.0,7879.0,4201.0,23914.0,41.012262222222226
UPZ108,16,PUENTE ARANDA,2023,7,94.0,305.0,785.0,200.0,1384.0,249697.0,7879.0,4201.0,23914.0,41.012262222222226
UPZ108,16,PUENTE ARANDA,2023,8,72.0,238.0,629.0,217.0,1156.0,249697.0,7879.0,4201.0,23914.0,41.012262222222226
UPZ108,16,PUENTE ARANDA,2023,9,71.0,245.0,736.0,238.0,1290.0,249697.0,7879.0,4201.0,23914.0,41.012262222222226
UPZ108,16,PUENTE ARANDA,2023,10,93.0,262.0,819.0,241.0,1415.0,249697.0,7879.0,4201.0,23914.0,41.012262222222226
UPZ108,16,PUENTE ARANDA,2023,11,82.0,243.0,764.0,244.0,1333.0,249697.0,7879.0,4201.0,23914.0,41.012262222222226
UPZ108,16,PUENTE ARANDA,2023,12,77.0,261.0,972.0,292.0,1602.0,249697.0,7879.0,4201.0,23914.0,41.012262222222226
UPZ42,06,TUNJUELITO,2023,1,150.0,729.0,969.0,805.0,2653.0,175922.0,2872.0,1373.0,15475.0,42.47902622222223
UPZ42,06,TUNJUELITO,2023,2,148.0,838.0,1024.0,823.0,2833.0,175922.0,2872.0,1373.0,15475.0,42.47902622222223
UPZ42,06,TUNJUELITO,2023,3,180.0,786.0,1033.0,859.0,2858.0,175922.0,2872.0,1373.0,15475.0,42.47902622222223
UPZ42,06,TUNJUELITO,2023,4,121.0,883.0,1152.0,929.0,3085.0,175922.0,2872.0,1373.0,15475.0,42.47902622222223
UPZ42,06,TUNJUELITO,2023,5,207.0,1079.0,1160.0,1114.0,3560.0,175922.0,2872.0,1373.0,15475.0,42.47902622222223
UPZ42,06,TUNJUELITO,2023,6,190.0,923.0,1112.0,1057.0,3282.0,175922.0,2872.0,1373.0,15475.0,42.47902622222223
UPZ42,06,TUNJUELITO,2023,7,175.0,864.0,1082.0,784.0,2905.0,175922.0,2872.0,1373.0,15475.0,42.47902622222223
UPZ42,06,TUNJUELITO,2023,8,172.0,795.0,901.0,849.0,2717.0,175922.0,2872.0,1373.0,15475.0,42.47902622222223
UPZ42,06,TUNJUELITO,2023,9,207.0,884.0,1246.0,986.0,3323.0,175922.0,2872.0,1373.0,15475.0,42.47902622222223
UPZ42,06,TUNJUELITO,2023,10,202.0,905.0,1158.0,983.0,3248.0,175922.0,2872.0,1373.0,15475.0,42.47902622222223
UPZ42,06,TUNJUELITO,2023,11,174.0,974.0,1153.0,876.0,3177.0,175922.0,2872.0,1373.0,15475.0,42.47902622222223
UPZ42,06,TUNJUELITO,2023,12,168.0,1098.0,1345.0,1086.0,3697.0,175922.0,2872.0,1373.0,15475.0,42.47902622222223
UPZ62,06,TUNJUELITO,2023,1,57.0,292.0,344.0,294.0,987.0,175922.0,2872.0,1373.0,15475.0,42.47902622222223
UPZ62,06,TUNJUELITO,2023,2,54.0,359.0,393.0,299.0,1105.0,175922.0,2872.0,1373.0,15475.0,42.47902622222223
UPZ62,06,TUNJUELITO,2023,3,63.0,299.0,325.0,333.0,1020.0,175922.0,2872.0,1373.0,15475.0,42.47902622222223
UPZ62,06,TUNJUELITO,2023,4,71.0,342.0,354.0,385.0,1152.0,175922.0,2872.0,1373.0,15475.0,42.47902622222223
UPZ62,06,TUNJUELITO,2023,5,67.0,387.0,359.0,373.0,1186.0,175922.0,2872.0,1373.0,15475.0,42.47902622222223
UPZ62,06,TUNJUELITO,2023,6,51.0,307.0,335.0,365.0,1058.0,175922.0,2872.0,1373.0,15475.0,42.47902622222223
UPZ62,06,TUNJUELITO,2023,7,55.0,343.0,319.0,290.0,1007.0,175922.0,2872.0,1373.0,15475.0,42.47902622222223
UPZ62,06,TUNJUELITO,2023,8,41.0,304.0,320.0,349.0,1014.0,175922.0,2872.0,1373.0,15475.0,42.47902622222223
UPZ62,06,TUNJUELITO,2023,9,68.0,459.0,362.0,324.0,1213.0,175922.0,2872.0,1373.0,15475.0,42.47902622222223
UPZ62,06,TUNJUELITO,2023,10,61.0,595.0,381.0,421.0,1458.0,175922.0,2872.0,1373.0,15475.0,42.47902622222223
UPZ62,06,TUNJUELITO,2023,11,60.0,386.0,299.0,398.0,1143.0,175922.0,2872.0,1373.0,15475.0,42.47902622222223
UPZ62,06,TUNJUELITO,2023,12,56.0,525.0,432.0,496.0,1509.0,175922.0,2872.0,1373.0,15475.0,42.47902622222223
UPZ56,05,USME,2023,1,39.0,142.0,279.0,247.0,707.0,391852.0,4824.0,1842.0,32838.0,25.858706111111115
UPZ56,05,USME,2023,2,39.0,150.0,287.0,242.0,718.0,391852.0,4824.0,1842.0,32838.0,25.858706111111115
UPZ56,05,USME,2023,3,34.0,184.0,342.0,324.0,884.0,391852.0,4824.0,1842.0,32838.0,25.858706111111115
UPZ56,05,USME,2023,4,35.0,270.0,268.0,319.0,892.0,391852.0,4824.0,1842.0,32838.0,25.858706111111115
UPZ56,05,USME,2023,5,44.0,215.0,274.0,320.0,853.0,391852.0,4824.0,1842.0,32838.0,25.858706111111115
UPZ56,05,USME,2023,6,46.0,167.0,295.0,287.0,795.0,391852.0,4824.0,1842.0,32838.0,25.858706111111115
UPZ56,05,USME,2023,7,42.0,175.0,250.0,247.0,714.0,391852.0,4824.0,1842.0,32838.0,25.858706111111115
UPZ56,05,USME,2023,8,36.0,141.0,226.0,255.0,658.0,391852.0,4824.0,1842.0,32838.0,25.858706111111115
UPZ56,05,USME,2023,9,35.0,201.0,224.0,278.0,738.0,391852.0,4824.0,1842.0,32838.0,25.858706111111115
UPZ56,05,USME,2023,10,30.0,206.0,333.0,291.0,860.0,391852.0,4824.0,1842.0,32838.0,25.858706111111115
UPZ56,05,USME,2023,11,41.0,228.0,253.0,356.0,878.0,391852.0,4824.0,1842.0,32838.0,25.858706111111115
UPZ56,05,USME,2023,12,36.0,246.0,246.0,342.0,870.0,391852.0,4824.0,1842.0,32838.0,25.858706111111115
UPZ54,18,RAFAEL URIBE URIBE,2023,1,54.0,422.0,456.0,582.0,1514.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ54,18,RAFAEL URIBE URIBE,2023,2,63.0,333.0,454.0,614.0,1464.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ54,18,RAFAEL URIBE URIBE,2023,3,80.0,345.0,526.0,559.0,1510.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ54,18,RAFAEL URIBE URIBE,2023,4,87.0,493.0,593.0,604.0,1777.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ54,18,RAFAEL URIBE URIBE,2023,5,98.0,571.0,456.0,700.0,1825.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ54,18,RAFAEL URIBE URIBE,2023,6,89.0,506.0,517.0,730.0,1842.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ54,18,RAFAEL URIBE URIBE,2023,7,99.0,540.0,515.0,625.0,1779.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ54,18,RAFAEL URIBE URIBE,2023,8,79.0,385.0,468.0,501.0,1433.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ54,18,RAFAEL URIBE URIBE,2023,9,64.0,553.0,540.0,575.0,1732.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ54,18,RAFAEL URIBE URIBE,2023,10,75.0,487.0,560.0,676.0,1798.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ54,18,RAFAEL URIBE URIBE,2023,11,68.0,562.0,532.0,679.0,1841.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ54,18,RAFAEL URIBE URIBE,2023,12,75.0,573.0,542.0,720.0,1910.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ53,18,RAFAEL URIBE URIBE,2023,1,74.0,323.0,429.0,436.0,1262.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ53,18,RAFAEL URIBE URIBE,2023,2,61.0,327.0,374.0,443.0,1205.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ53,18,RAFAEL URIBE URIBE,2023,3,69.0,317.0,330.0,420.0,1136.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ53,18,RAFAEL URIBE URIBE,2023,4,65.0,479.0,339.0,547.0,1430.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ53,18,RAFAEL URIBE URIBE,2023,5,64.0,519.0,367.0,563.0,1513.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ53,18,RAFAEL URIBE URIBE,2023,6,82.0,451.0,371.0,586.0,1490.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ53,18,RAFAEL URIBE URIBE,2023,7,68.0,543.0,378.0,438.0,1427.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ53,18,RAFAEL URIBE URIBE,2023,8,51.0,270.0,341.0,347.0,1009.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ53,18,RAFAEL URIBE URIBE,2023,9,58.0,373.0,404.0,429.0,1264.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ53,18,RAFAEL URIBE URIBE,2023,10,70.0,520.0,441.0,486.0,1517.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ53,18,RAFAEL URIBE URIBE,2023,11,73.0,480.0,378.0,531.0,1462.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ53,18,RAFAEL URIBE URIBE,2023,12,59.0,389.0,378.0,560.0,1386.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ39,18,RAFAEL URIBE URIBE,2023,1,149.0,696.0,912.0,712.0,2469.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ39,18,RAFAEL URIBE URIBE,2023,2,147.0,731.0,867.0,741.0,2486.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ39,18,RAFAEL URIBE URIBE,2023,3,172.0,796.0,848.0,765.0,2581.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ39,18,RAFAEL URIBE URIBE,2023,4,189.0,898.0,985.0,856.0,2928.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ39,18,RAFAEL URIBE URIBE,2023,5,191.0,1052.0,995.0,960.0,3198.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ39,18,RAFAEL URIBE URIBE,2023,6,147.0,929.0,888.0,735.0,2699.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ39,18,RAFAEL URIBE URIBE,2023,7,181.0,933.0,836.0,757.0,2707.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ39,18,RAFAEL URIBE URIBE,2023,8,154.0,787.0,802.0,690.0,2433.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ39,18,RAFAEL URIBE URIBE,2023,9,166.0,1031.0,870.0,811.0,2878.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ39,18,RAFAEL URIBE URIBE,2023,10,171.0,1069.0,1017.0,891.0,3148.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ39,18,RAFAEL URIBE URIBE,2023,11,184.0,897.0,866.0,913.0,2860.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ39,18,RAFAEL URIBE URIBE,2023,12,135.0,1023.0,929.0,926.0,3013.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ36,18,RAFAEL URIBE URIBE,2023,1,94.0,370.0,369.0,362.0,1195.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ36,18,RAFAEL URIBE URIBE,2023,2,75.0,446.0,449.0,391.0,1361.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ36,18,RAFAEL URIBE URIBE,2023,3,102.0,363.0,466.0,392.0,1323.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ36,18,RAFAEL URIBE URIBE,2023,4,125.0,413.0,508.0,390.0,1436.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ36,18,RAFAEL URIBE URIBE,2023,5,121.0,528.0,467.0,420.0,1536.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ36,18,RAFAEL URIBE URIBE,2023,6,84.0,360.0,407.0,383.0,1234.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ36,18,RAFAEL URIBE URIBE,2023,7,87.0,381.0,475.0,362.0,1305.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ36,18,RAFAEL URIBE URIBE,2023,8,102.0,351.0,440.0,291.0,1184.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ36,18,RAFAEL URIBE URIBE,2023,9,95.0,487.0,455.0,378.0,1415.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ36,18,RAFAEL URIBE URIBE,2023,10,111.0,539.0,492.0,380.0,1522.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ36,18,RAFAEL URIBE URIBE,2023,11,95.0,408.0,418.0,386.0,1307.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ36,18,RAFAEL URIBE URIBE,2023,12,84.0,448.0,443.0,460.0,1435.0,375730.0,6888.0,3281.0,36108.0,40.15385066666667
UPZ38,15,ANTONIO NARIÑO,2023,1,191.0,743.0,1003.0,557.0,2494.0,78536.0,3662.0,2030.0,11936.0,41.394650222222225
UPZ38,15,ANTONIO NARIÑO,2023,2,147.0,808.0,956.0,596.0,2507.0,78536.0,3662.0,2030.0,11936.0,41.394650222222225
UPZ38,15,ANTONIO NARIÑO,2023,3,154.0,834.0,930.0,540.0,2458.0,78536.0,3662.0,2030.0,11936.0,41.394650222222225
UPZ38,15,ANTONIO NARIÑO,2023,4,226.0,928.0,968.0,646.0,2768.0,78536.0,3662.0,2030.0,11936.0,41.394650222222225
UPZ38,15,ANTONIO NARIÑO,2023,5,209.0,999.0,954.0,652.0,2814.0,78536.0,3662.0,2030.0,11936.0,41.394650222222225
UPZ38,15,ANTONIO NARIÑO,2023,6,195.0,863.0,893.0,610.0,2561.0,78536.0,3662.0,2030.0,11936.0,41.394650222222225
UPZ38,15,ANTONIO NARIÑO,2023,7,194.0,890.0,977.0,544.0,2605.0,78536.0,3662.0,2030.0,11936.0,41.394650222222225
UPZ38,15,ANTONIO NARIÑO,2023,8,168.0,709.0,756.0,507.0,2140.0,78536.0,3662.0,2030.0,11936.0,41.394650222222225
UPZ38,15,ANTONIO NARIÑO,2023,9,195.0,928.0,855.0,664.0,2642.0,78536.0,3662.0,2030.0,11936.0,41.394650222222225
UPZ38,15,ANTONIO NARIÑO,2023,10,174.0,919.0,910.0,671.0,2674.0,78536.0,3662.0,2030.0,11936.0,41.394650222222225
UPZ38,15,ANTONIO NARIÑO,2023,11,207.0,806.0,904.0,591.0,2508.0,78536.0,3662.0,2030.0,11936.0,41.394650222222225
UPZ38,15,ANTONIO NARIÑO,2023,12,191.0,1075.0,1092.0,715.0,3073.0,78536.0,3662.0,2030.0,11936.0,41.394650222222225
UPZ35,15,ANTONIO NARIÑO,2023,1,49.0,232.0,244.0,192.0,717.0,78536.0,3662.0,2030.0,11936.0,41.394650222222225
UPZ35,15,ANTONIO NARIÑO,2023,2,61.0,292.0,280.0,188.0,821.0,78536.0,3662.0,2030.0,11936.0,41.394650222222225
UPZ35,15,ANTONIO NARIÑO,2023,3,63.0,315.0,340.0,191.0,909.0,78536.0,3662.0,2030.0,11936.0,41.394650222222225
UPZ35,15,ANTONIO NARIÑO,2023,4,66.0,403.0,328.0,221.0,1018.0,78536.0,3662.0,2030.0,11936.0,41.394650222222225
UPZ35,15,ANTONIO NARIÑO,2023,5,84.0,431.0,365.0,184.0,1064.0,78536.0,3662.0,2030.0,11936.0,41.394650222222225
UPZ35,15,ANTONIO NARIÑO,2023,6,90.0,334.0,327.0,227.0,978.0,78536.0,3662.0,2030.0,11936.0,41.394650222222225
UPZ35,15,ANTONIO NARIÑO,2023,7,58.0,360.0,333.0,174.0,925.0,78536.0,3662.0,2030.0,11936.0,41.394650222222225
UPZ35,15,ANTONIO NARIÑO,2023,8,91.0,263.0,299.0,184.0,837.0,78536.0,3662.0,2030.0,11936.0,41.394650222222225
UPZ35,15,ANTONIO NARIÑO,2023,9,77.0,316.0,296.0,238.0,927.0,78536.0,3662.0,2030.0,11936.0,41.394650222222225
UPZ35,15,ANTONIO NARIÑO,2023,10,96.0,293.0,317.0,217.0,923.0,78536.0,3662.0,2030.0,11936.0,41.394650222222225
UPZ35,15,ANTONIO NARIÑO,2023,11,85.0,305.0,327.0,213.0,930.0,78536.0,3662.0,2030.0,11936.0,41.394650222222225
UPZ35,15,ANTONIO NARIÑO,2023,12,84.0,320.0,391.0,210.0,1005.0,78536.0,3662.0,2030.0,11936.0,41.394650222222225
UPZ95,03,SANTA FE,2023,1,47.0,124.0,234.0,242.0,647.0,112336.0,8551.0,4944.0,15669.0,40.005426111111106
UPZ95,03,SANTA FE,2023,2,54.0,173.0,238.0,218.0,683.0,112336.0,8551.0,4944.0,15669.0,40.005426111111106
UPZ95,03,SANTA FE,2023,3,66.0,192.0,230.0,227.0,715.0,112336.0,8551.0,4944.0,15669.0,40.005426111111106
UPZ95,03,SANTA FE,2023,4,72.0,293.0,234.0,255.0,854.0,112336.0,8551.0,4944.0,15669.0,40.005426111111106
UPZ95,03,SANTA FE,2023,5,71.0,273.0,270.0,247.0,861.0,112336.0,8551.0,4944.0,15669.0,40.005426111111106
UPZ95,03,SANTA FE,2023,6,87.0,247.0,247.0,218.0,799.0,112336.0,8551.0,4944.0,15669.0,40.005426111111106
UPZ95,03,SANTA FE,2023,7,87.0,225.0,279.0,240.0,831.0,112336.0,8551.0,4944.0,15669.0,40.005426111111106
UPZ95,03,SANTA FE,2023,8,78.0,152.0,193.0,173.0,596.0,112336.0,8551.0,4944.0,15669.0,40.005426111111106
UPZ95,03,SANTA FE,2023,9,100.0,193.0,240.0,256.0,789.0,112336.0,8551.0,4944.0,15669.0,40.005426111111106
UPZ95,03,SANTA FE,2023,10,93.0,211.0,286.0,269.0,859.0,112336.0,8551.0,4944.0,15669.0,40.005426111111106
UPZ95,03,SANTA FE,2023,11,80.0,230.0,245.0,236.0,791.0,112336.0,8551.0,4944.0,15669.0,40.005426111111106
UPZ95,03,SANTA FE,2023,12,73.0,197.0,299.0,259.0,828.0,112336.0,8551.0,4944.0,15669.0,40.005426111111106
UPZ93,03,SANTA FE,2023,1,158.0,508.0,643.0,424.0,1733.0,112336.0,8551.0,4944.0,15669.0,40.005426111111106
UPZ93,03,SANTA FE,2023,2,146.0,537.0,766.0,461.0,1910.0,112336.0,8551.0,4944.0,15669.0,40.005426111111106
UPZ93,03,SANTA FE,2023,3,193.0,612.0,795.0,499.0,2099.0,112336.0,8551.0,4944.0,15669.0,40.005426111111106
UPZ93,03,SANTA FE,2023,4,211.0,598.0,751.0,526.0,2086.0,112336.0,8551.0,4944.0,15669.0,40.005426111111106
UPZ93,03,SANTA FE,2023,5,199.0,681.0,859.0,613.0,2352.0,112336.0,8551.0,4944.0,15669.0,40.005426111111106
UPZ93,03,SANTA FE,2023,6,178.0,595.0,677.0,433.0,1883.0,112336.0,8551.0,4944.0,15669.0,40.005426111111106
UPZ93,03,SANTA FE,2023,7,173.0,610.0,744.0,463.0,1990.0,112336.0,8551.0,4944.0,15669.0,40.005426111111106
UPZ93,03,SANTA FE,2023,8,125.0,566.0,666.0,410.0,1767.0,112336.0,8551.0,4944.0,15669.0,40.005426111111106
UPZ93,03,SANTA FE,2023,9,196.0,622.0,743.0,551.0,2112.0,112336.0,8551.0,4944.0,15669.0,40.005426111111106
UPZ93,03,SANTA FE,2023,10,219.0,694.0,891.0,569.0,2373.0,112336.0,8551.0,4944.0,15669.0,40.005426111111106
UPZ93,03,SANTA FE,2023,11,227.0,663.0,885.0,664.0,2439.0,112336.0,8551.0,4944.0,15669.0,40.005426111111106
UPZ93,03,SANTA FE,2023,12,184.0,723.0,935.0,673.0,2515.0,112336.0,8551.0,4944.0,15669.0,40.005426111111106
UPZ91,03,SANTA FE,2023,1,40.0,186.0,290.0,152.0,668.0,112336.0,8551.0,4944.0,15669.0,40.005426111111106
UPZ91,03,SANTA FE,2023,2,50.0,210.0,367.0,141.0,768.0,112336.0,8551.0,4944.0,15669.0,40.005426111111106
UPZ91,03,SANTA FE,2023,3,47.0,224.0,376.0,172.0,819.0,112336.0,8551.0,4944.0,15669.0,40.005426111111106
UPZ91,03,SANTA FE,2023,4,62.0,216.0,341.0,156.0,775.0,112336.0,8551.0,4944.0,15669.0,40.005426111111106
UPZ91,03,SANTA FE,2023,5,64.0,228.0,350.0,171.0,813.0,112336.0,8551.0,4944.0,15669.0,40.005426111111106
UPZ91,03,SANTA FE,2023,6,45.0,191.0,369.0,120.0,725.0,112336.0,8551.0,4944.0,15669.0,40.005426111111106
UPZ91,03,SANTA FE,2023,7,39.0,179.0,336.0,122.0,676.0,112336.0,8551.0,4944.0,15669.0,40.005426111111106
UPZ91,03,SANTA FE,2023,8,36.0,159.0,371.0,118.0,684.0,112336.0,8551.0,4944.0,15669.0,40.005426111111106
UPZ91,03,SANTA FE,2023,9,41.0,247.0,409.0,152.0,849.0,112336.0,8551.0,4944.0,15669.0,40.005426111111106
UPZ91,03,SANTA FE,2023,10,43.0,187.0,405.0,150.0,785.0,112336.0,8551.0,4944.0,15669.0,40.005426111111106
UPZ91,03,SANTA FE,2023,11,50.0,201.0,385.0,133.0,769.0,112336.0,8551.0,4944.0,15669.0,40.005426111111106
UPZ91,03,SANTA FE,2023,12,37.0,196.0,332.0,151.0,716.0,112336.0,8551.0,4944.0,15669.0,40.005426111111106
UPZ99,02,CHAPINERO,2023,1,123.0,464.0,541.0,271.0,1399.0,162013.0,14078.0,8844.0,20085.0,42.201468444444444
UPZ99,02,CHAPINERO,2023,2,137.0,554.0,661.0,388.0,1740.0,162013.0,14078.0,8844.0,20085.0,42.201468444444444
UPZ99,02,CHAPINERO,2023,3,140.0,715.0,731.0,416.0,2002.0,162013.0,14078.0,8844.0,20085.0,42.201468444444444
UPZ99,02,CHAPINERO,2023,4,142.0,752.0,738.0,406.0,2038.0,162013.0,14078.0,8844.0,20085.0,42.201468444444444
UPZ99,02,CHAPINERO,2023,5,150.0,694.0,756.0,409.0,2009.0,162013.0,14078.0,8844.0,20085.0,42.201468444444444
UPZ99,02,CHAPINERO,2023,6,109.0,613.0,655.0,378.0,1755.0,162013.0,14078.0,8844.0,20085.0,42.201468444444444
UPZ99,02,CHAPINERO,2023,7,157.0,664.0,663.0,389.0,1873.0,162013.0,14078.0,8844.0,20085.0,42.201468444444444
UPZ99,02,CHAPINERO,2023,8,112.0,611.0,569.0,392.0,1684.0,162013.0,14078.0,8844.0,20085.0,42.201468444444444
UPZ99,02,CHAPINERO,2023,9,120.0,688.0,794.0,479.0,2081.0,162013.0,14078.0,8844.0,20085.0,42.201468444444444
UPZ99,02,CHAPINERO,2023,10,132.0,720.0,755.0,454.0,2061.0,162013.0,14078.0,8844.0,20085.0,42.201468444444444
UPZ99,02,CHAPINERO,2023,11,142.0,671.0,670.0,423.0,1906.0,162013.0,14078.0,8844.0,20085.0,42.201468444444444
UPZ99,02,CHAPINERO,2023,12,101.0,758.0,613.0,409.0,1881.0,162013.0,14078.0,8844.0,20085.0,42.201468444444444
UPZ34,04,SAN CRISTÓBAL,2023,1,124.0,565.0,655.0,659.0,2003.0,394434.0,6040.0,2314.0,37735.0,39.46668344444444
UPZ34,04,SAN CRISTÓBAL,2023,2,131.0,603.0,647.0,627.0,2008.0,394434.0,6040.0,2314.0,37735.0,39.46668344444444
UPZ34,04,SAN CRISTÓBAL,2023,3,128.0,692.0,653.0,715.0,2188.0,394434.0,6040.0,2314.0,37735.0,39.46668344444444
UPZ34,04,SAN CRISTÓBAL,2023,4,138.0,896.0,673.0,723.0,2430.0,394434.0,6040.0,2314.0,37735.0,39.46668344444444
UPZ34,04,SAN CRISTÓBAL,2023,5,144.0,748.0,714.0,766.0,2372.0,394434.0,6040.0,2314.0,37735.0,39.46668344444444
UPZ34,04,SAN CRISTÓBAL,2023,6,114.0,604.0,714.0,641.0,2073.0,394434.0,6040.0,2314.0,37735.0,39.46668344444444
UPZ34,04,SAN CRISTÓBAL,2023,7,141.0,610.0,748.0,613.0,2112.0,394434.0,6040.0,2314.0,37735.0,39.46668344444444
UPZ34,04,SAN CRISTÓBAL,2023,8,107.0,433.0,670.0,522.0,1732.0,394434.0,6040.0,2314.0,37735.0,39.46668344444444
UPZ34,04,SAN CRISTÓBAL,2023,9,129.0,588.0,660.0,712.0,2089.0,394434.0,6040.0,2314.0,37735.0,39.46668344444444
UPZ34,04,SAN CRISTÓBAL,2023,10,163.0,644.0,799.0,706.0,2312.0,394434.0,6040.0,2314.0,37735.0,39.46668344444444
UPZ34,04,SAN CRISTÓBAL,2023,11,136.0,577.0,712.0,683.0,2108.0,394434.0,6040.0,2314.0,37735.0,39.46668344444444
UPZ34,04,SAN CRISTÓBAL,2023,12,120.0,532.0,742.0,729.0,2123.0,394434.0,6040.0,2314.0,37735.0,39.46668344444444
UPZ33,04,SAN CRISTÓBAL,2023,1,72.0,303.0,392.0,357.0,1124.0,394434.0,6040.0,2314.0,37735.0,39.46668344444444
UPZ33,04,SAN CRISTÓBAL,2023,2,80.0,282.0,456.0,357.0,1175.0,394434.0,6040.0,2314.0,37735.0,39.46668344444444
UPZ33,04,SAN CRISTÓBAL,2023,3,79.0,344.0,487.0,338.0,1248.0,394434.0,6040.0,2314.0,37735.0,39.46668344444444
UPZ33,04,SAN CRISTÓBAL,2023,4,85.0,367.0,398.0,383.0,1233.0,394434.0,6040.0,2314.0,37735.0,39.46668344444444
UPZ33,04,SAN CRISTÓBAL,2023,5,92.0,377.0,474.0,414.0,1357.0,394434.0,6040.0,2314.0,37735.0,39.46668344444444
UPZ33,04,SAN CRISTÓBAL,2023,6,100.0,350.0,388.0,345.0,1183.0,394434.0,6040.0,2314.0,37735.0,39.46668344444444
UPZ33,04,SAN CRISTÓBAL,2023,7,91.0,375.0,428.0,299.0,1193.0,394434.0,6040.0,2314.0,37735.0,39.46668344444444
UPZ33,04,SAN CRISTÓBAL,2023,8,78.0,314.0,387.0,348.0,1127.0,394434.0,6040.0,2314.0,37735.0,39.46668344444444
UPZ33,04,SAN CRISTÓBAL,2023,9,65.0,373.0,428.0,370.0,1236.0,394434.0,6040.0,2314.0,37735.0,39.46668344444444
